timestamp,component_id,component_type,status,cpu_percent,memory_percent,disk_percent,latency_ms,packet_loss_percent,message_rate_per_sec,last_update_age_sec,clock_offset_ms,battery_level_percent,data_quality,alarm_code,source_mode
2026-07-15T00:30:00.000Z,DDC-AHU-01,ddc,online,28.1,36.64,40.6,8.41,0.114,560,1,2.4,,good,,simulated
2026-07-15T00:30:00.000Z,NEXUS-WEB-01,application,online,23.27,39.73,42.8,6.32,0.193,560,1,1.39,,good,,simulated
2026-07-15T00:30:00.000Z,NEXUS-API-01,api,online,30.29,34.77,45,10.16,0.018,560,1,4.49,,good,,simulated
2026-07-15T00:30:00.000Z,NEXUS-DB-01,database,online,22.48,40.59,47.2,5.4,0.249,560,1,0.06,,good,,simulated
2026-07-15T00:30:00.000Z,NEXUS-EVENT-01,event_bus,online,29.6,35.02,49.4,10.17,0.007,1820,1,4.94,,good,,simulated
2026-07-15T00:40:00.000Z,EDGE-GW-01,edge_gateway,online,26.59,37.09,34,8.61,0.076,560,1,3.74,95.94,good,,simulated
2026-07-15T00:40:00.000Z,EDGE-GW-02,edge_gateway,online,28.47,36.47,36.2,8.5,0.112,560,1,2.44,95.94,good,,simulated
2026-07-15T00:40:00.000Z,PLC-HVAC-01,plc,online,29.9,40.54,38.4,5.82,0.211,560,1,1.14,,good,,simulated
2026-07-15T00:40:00.000Z,DDC-AHU-01,ddc,online,25.29,38.85,40.6,6.51,0.213,560,1,0.38,,good,,simulated
2026-07-15T00:40:00.000Z,NEXUS-WEB-01,application,online,25.39,38,42.8,7.87,0.11,560,1,3.13,,good,,simulated
2026-07-15T00:40:00.000Z,NEXUS-API-01,api,online,29.06,35.86,45,9.11,0.077,560,1,3.18,,good,,simulated
2026-07-15T00:40:00.000Z,NEXUS-DB-01,database,online,22.71,40.23,47.2,5.85,0.219,560,1,0.8,,good,,simulated
2026-07-15T00:40:00.000Z,NEXUS-EVENT-01,event_bus,online,30.4,34.61,49.4,10.36,0.005,1820,1,4.82,,good,,simulated
2026-07-15T00:50:00.000Z,EDGE-GW-01,edge_gateway,online,29.02,35.4,34,9.9,0.018,560,1,4.77,95.93,good,,simulated
2026-07-15T00:50:00.000Z,EDGE-GW-02,edge_gateway,online,25.45,38.65,36.2,6.76,0.194,560,1,0.9,95.93,good,,simulated
2026-07-15T00:50:00.000Z,PLC-HVAC-01,plc,online,25.22,38.08,38.4,7.83,0.113,560,1,3.04,,good,,simulated
2026-07-15T00:50:00.000Z,DDC-AHU-01,ddc,online,29.97,35.36,40.6,9.4,0.068,560,1,3.3,,good,,simulated
2026-07-15T00:50:00.000Z,NEXUS-WEB-01,application,online,28.4,35.67,42.8,9.87,0.008,560,1,0.2,,good,,simulated
2026-07-15T00:50:00.000Z,NEXUS-API-01,api,online,26.65,37.79,45,7.41,0.167,560,1,1.32,,good,,simulated
2026-07-15T00:50:00.000Z,NEXUS-DB-01,database,online,24.3,38.88,47.2,7.1,0.151,560,1,2.29,,good,,simulated
2026-07-15T00:50:00.000Z,NEXUS-EVENT-01,event_bus,online,29.78,35.25,49.4,9.68,0.046,1820,1,3.85,,good,,simulated
2026-07-15T01:00:00.000Z,EDGE-GW-01,edge_gateway,online,30.28,34.63,34,10.4,0,560,1,4.96,95.91,good,,simulated
2026-07-15T01:00:00.000Z,EDGE-GW-02,edge_gateway,online,23.3,40.11,36.2,5.68,0.242,560,1,0.09,95.91,good,,simulated
2026-07-15T01:00:00.000Z,PLC-HVAC-01,plc,online,28.05,36.06,38.4,9.41,0.039,560,1,4.4,,good,,simulated
2026-07-15T01:00:00.000Z,DDC-AHU-01,ddc,online,26.73,37.74,40.6,7.48,0.161,560,1,1.52,,good,,simulated
2026-07-15T01:00:00.000Z,NEXUS-WEB-01,application,online,23.75,39.15,42.8,6.96,0.155,560,1,2.24,,good,,simulated
2026-07-15T01:00:00.000Z,NEXUS-API-01,api,online,23.49,40.22,45,10.35,0.021,560,1,4.22,,good,,simulated
2026-07-15T01:00:00.000Z,NEXUS-DB-01,database,online,26.97,36.77,47.2,8.94,0.055,560,1,4.25,,good,,simulated
2026-07-15T01:00:00.000Z,NEXUS-EVENT-01,event_bus,online,27.85,36.84,49.4,8.24,0.124,1820,1,2.2,,good,,simulated
2026-07-15T01:10:00.000Z,EDGE-GW-01,edge_gateway,online,30.15,34.91,34,10.01,0.027,560,1,4.28,95.9,good,,simulated
2026-07-15T01:10:00.000Z,EDGE-GW-02,edge_gateway,online,22.41,40.6,36.2,5.42,0.247,560,1,0.14,95.9,good,,simulated
2026-07-15T01:10:00.000Z,PLC-HVAC-01,plc,online,29.88,34.85,38.4,10.28,0.003,560,1,4.99,,good,,simulated
2026-07-15T01:10:00.000Z,DDC-AHU-01,ddc,online,24.13,39.56,40.6,6.07,0.225,560,1,0.35,,good,,simulated
2026-07-15T01:10:00.000Z,NEXUS-WEB-01,application,online,26.88,36.89,42.8,8.77,0.068,560,1,3.88,,good,,simulated
2026-07-15T01:10:00.000Z,NEXUS-API-01,api,online,28.14,36.72,45,8.3,0.121,560,1,2.26,,good,,simulated
2026-07-15T01:10:00.000Z,NEXUS-DB-01,database,online,30.24,40.28,47.2,6.03,0.2,560,1,1.35,,good,,simulated
2026-07-15T01:10:00.000Z,NEXUS-EVENT-01,event_bus,online,24.97,39.1,49.4,6.3,0.223,1820,1,0.17,,good,,simulated
2026-07-15T01:20:00.000Z,EDGE-GW-01,edge_gateway,online,28.65,36.2,34,8.81,0.093,560,1,2.84,95.88,good,,simulated
2026-07-15T01:20:00.000Z,EDGE-GW-02,edge_gateway,online,22.93,40.03,36.2,6.05,0.208,560,1,1.05,95.88,good,,simulated
2026-07-15T01:20:00.000Z,PLC-HVAC-01,plc,online,30.39,34.65,38.4,10.29,0.01,560,1,4.69,,good,,simulated
2026-07-15T01:20:00.000Z,DDC-AHU-01,ddc,online,22.64,40.51,40.6,5.43,0.25,560,1,0.01,,good,,simulated
2026-07-15T01:20:00.000Z,NEXUS-WEB-01,application,online,29.2,35.28,42.8,9.99,0.014,560,1,4.83,,good,,simulated
2026-07-15T01:20:00.000Z,NEXUS-API-01,api,online,25.18,38.84,45,6.62,0.2,560,1,0.78,,good,,simulated
2026-07-15T01:20:00.000Z,NEXUS-DB-01,database,online,25.54,37.85,47.2,8.01,0.104,560,1,3.21,,good,,simulated
2026-07-15T01:20:00.000Z,NEXUS-EVENT-01,event_bus,online,29.63,35.62,49.4,9.19,0.078,1820,1,3.1,,good,,simulated
2026-07-15T01:30:00.000Z,EDGE-GW-01,edge_gateway,online,26.05,38.26,34,7.01,0.187,560,1,0.9,95.87,good,,simulated
2026-07-15T01:30:00.000Z,EDGE-GW-02,edge_gateway,online,24.77,38.5,36.2,7.44,0.133,560,1,2.66,95.87,good,,simulated
2026-07-15T01:30:00.000Z,PLC-HVAC-01,plc,online,29.48,35.51,38.4,9.44,0.059,560,1,3.57,,good,,simulated
2026-07-15T01:30:00.000Z,DDC-AHU-01,ddc,online,22.52,40.41,40.6,5.66,0.231,560,1,0.54,,good,,simulated
2026-07-15T01:30:00.000Z,NEXUS-WEB-01,application,online,30.33,34.61,42.8,10.4,0.001,560,1,4.93,,good,,simulated
2026-07-15T01:30:00.000Z,NEXUS-API-01,api,online,23.15,40.21,45,5.61,0.244,560,1,0.05,,good,,simulated
2026-07-15T01:30:00.000Z,NEXUS-DB-01,database,online,28.29,35.9,47.2,9.53,0.034,560,1,4.5,,good,,simulated
2026-07-15T01:30:00.000Z,NEXUS-EVENT-01,event_bus,online,26.43,37.96,49.4,7.31,0.169,1820,1,1.37,,good,,simulated
2026-07-15T01:40:00.000Z,EDGE-GW-01,edge_gateway,online,22.8,34.74,34,9.92,0.042,560,1,3.8,95.85,good,,simulated
2026-07-15T01:40:00.000Z,EDGE-GW-02,edge_gateway,online,27.6,36.28,36.2,9.36,0.034,560,1,4.68,95.85,good,,simulated
2026-07-15T01:40:00.000Z,PLC-HVAC-01,plc,online,27.33,37.26,38.4,7.87,0.143,560,1,1.81,,good,,simulated
2026-07-15T01:40:00.000Z,DDC-AHU-01,ddc,online,23.8,39.29,40.6,6.73,0.171,560,1,1.87,,good,,simulated
2026-07-15T01:40:00.000Z,NEXUS-WEB-01,application,online,30.06,35,42.8,9.92,0.032,560,1,4.16,,good,,simulated
2026-07-15T01:40:00.000Z,NEXUS-API-01,api,online,22.4,40.59,45,5.44,0.245,560,1,0.19,,good,,simulated
2026-07-15T01:40:00.000Z,NEXUS-DB-01,database,online,29.99,34.78,47.2,10.33,0.001,560,1,5,,good,,simulated
2026-07-15T01:40:00.000Z,NEXUS-EVENT-01,event_bus,online,23.92,39.7,49.4,5.97,0.23,1820,1,0.28,,good,,simulated
2026-07-15T01:50:00.000Z,EDGE-GW-01,edge_gateway,online,27.49,37.19,34,7.92,0.14,560,1,1.91,95.84,good,,simulated
2026-07-15T01:50:00.000Z,EDGE-GW-02,edge_gateway,online,22.93,39.77,36.2,6.46,0.179,560,1,1.76,95.84,good,,simulated
2026-07-15T01:50:00.000Z,PLC-HVAC-01,plc,online,24.31,39.6,38.4,5.87,0.245,560,1,4.73,,good,,simulated
2026-07-15T01:50:00.000Z,DDC-AHU-01,ddc,online,26.24,37.34,40.6,8.45,0.08,560,1,3.74,,good,,simulated
2026-07-15T01:50:00.000Z,NEXUS-WEB-01,application,online,28.43,36.38,42.8,8.65,0.102,560,1,2.66,,good,,simulated
2026-07-15T01:50:00.000Z,NEXUS-API-01,api,online,23.06,39.91,45,6.16,0.202,560,1,1.19,,good,,simulated
2026-07-15T01:50:00.000Z,NEXUS-DB-01,database,online,30.36,34.69,47.2,10.25,0.013,560,1,4.61,,good,,simulated
2026-07-15T01:50:00.000Z,NEXUS-EVENT-01,event_bus,online,22.57,40.55,49.4,5.41,0.25,1820,1,0.02,,good,,simulated
2026-07-15T02:00:00.000Z,EDGE-GW-01,edge_gateway,online,24.68,39.19,34,6.35,0.213,560,1,0.57,95.82,good,,simulated
2026-07-15T02:00:00.000Z,EDGE-GW-02,edge_gateway,online,26.16,37.4,36.2,8.37,0.087,560,1,3.53,95.82,good,,simulated
2026-07-15T02:00:00.000Z,PLC-HVAC-01,plc,online,28.95,36.12,38.4,8.78,0.098,560,1,2.71,,good,,simulated
2026-07-15T02:00:00.000Z,DDC-AHU-01,ddc,online,29.41,34.91,40.6,5.51,0.226,560,1,0.84,,good,,simulated
2026-07-15T02:00:00.000Z,NEXUS-WEB-01,application,online,25.74,38.5,42.8,6.8,0.198,560,1,0.68,,good,,simulated
2026-07-15T02:00:00.000Z,NEXUS-API-01,api,online,25.02,38.3,45,7.62,0.124,560,1,2.85,,good,,simulated
2026-07-15T02:00:00.000Z,NEXUS-DB-01,database,online,29.32,35.65,47.2,9.31,0.067,560,1,3.41,,good,,simulated
2026-07-15T02:00:00.000Z,NEXUS-EVENT-01,event_bus,online,22.59,40.35,49.4,5.73,0.226,1820,1,0.64,,good,,simulated
2026-07-15T02:10:00.000Z,EDGE-GW-01,edge_gateway,online,22.89,40.37,34,5.5,0.248,560,1,0.01,95.81,good,,simulated
2026-07-15T02:10:00.000Z,EDGE-GW-02,edge_gateway,online,28.73,35.6,36.2,9.76,0.024,560,1,4.67,95.81,good,,simulated
2026-07-15T02:10:00.000Z,PLC-HVAC-01,plc,online,25.85,38.37,38.4,6.98,0.184,560,1,1.08,,good,,simulated
2026-07-15T02:10:00.000Z,DDC-AHU-01,ddc,online,24.76,38.42,40.6,7.56,0.126,560,1,2.79,,good,,simulated
2026-07-15T02:10:00.000Z,NEXUS-WEB-01,application,online,22.46,35,42.8,9.71,0.053,560,1,3.59,,good,,simulated
2026-07-15T02:10:00.000Z,NEXUS-API-01,api,online,27.93,36.03,45,9.57,0.023,560,1,4.9,,good,,simulated
2026-07-15T02:10:00.000Z,NEXUS-DB-01,database,online,27.06,37.48,47.2,7.68,0.152,560,1,1.61,,good,,simulated
2026-07-15T02:10:00.000Z,NEXUS-EVENT-01,event_bus,online,24,39.13,49.4,6.88,0.162,1821,1,2.04,,good,,simulated
2026-07-15T02:20:00.000Z,EDGE-GW-01,edge_gateway,online,22.43,40.54,34,5.52,0.239,560,1,0.33,95.79,good,,simulated
2026-07-15T02:20:00.000Z,EDGE-GW-02,edge_gateway,online,30.19,34.68,36.2,10.38,0,560,1,4.99,95.79,good,,simulated
2026-07-15T02:20:00.000Z,PLC-HVAC-01,plc,online,23.55,39.96,38.4,5.79,0.237,560,1,0.15,,good,,simulated
2026-07-15T02:20:00.000Z,DDC-AHU-01,ddc,online,27.7,36.32,40.6,9.22,0.048,560,1,4.25,,good,,simulated
2026-07-15T02:20:00.000Z,NEXUS-WEB-01,application,online,27.17,37.43,42.8,7.73,0.149,560,1,1.74,,good,,simulated
2026-07-15T02:20:00.000Z,NEXUS-API-01,api,online,23.28,39.51,45,6.67,0.169,560,1,1.96,,good,,simulated
2026-07-15T02:20:00.000Z,NEXUS-DB-01,database,online,23.98,39.86,47.2,5.66,0.006,560,1,4.52,,good,,simulated
2026-07-15T02:20:00.000Z,NEXUS-EVENT-01,event_bus,online,26.54,37.11,49.4,8.65,0.07,1821,1,3.95,,good,,simulated
2026-07-15T02:30:00.000Z,EDGE-GW-01,edge_gateway,online,23.37,39.66,34,6.4,0.189,560,1,1.48,95.78,good,,simulated
2026-07-15T02:30:00.000Z,EDGE-GW-02,edge_gateway,online,30.27,34.81,36.2,10.12,0.021,560,1,4.43,95.78,good,,simulated
2026-07-15T02:30:00.000Z,PLC-HVAC-01,plc,online,22.46,40.6,38.4,5.4,0.249,560,1,0.08,,good,,simulated
2026-07-15T02:30:00.000Z,DDC-AHU-01,ddc,online,29.7,34.97,40.6,10.21,0.005,560,1,4.96,,good,,simulated
2026-07-15T02:30:00.000Z,NEXUS-WEB-01,application,online,24.45,39.35,42.8,6.23,0.218,560,1,0.47,,good,,simulated
2026-07-15T02:30:00.000Z,NEXUS-API-01,api,online,26.47,37.19,45,8.54,0.079,560,1,3.68,,good,,simulated
2026-07-15T02:30:00.000Z,NEXUS-DB-01,database,online,28.62,36.38,47.2,8.58,0.108,560,1,2.52,,good,,simulated
2026-07-15T02:30:00.000Z,NEXUS-EVENT-01,event_bus,online,29.76,34.65,49.4,5.73,0.215,1822,1,1.06,,good,,simulated
2026-07-15T02:40:00.000Z,EDGE-GW-01,edge_gateway,online,25.56,37.89,34,7.99,0.104,561,1,3.25,95.76,good,,simulated
2026-07-15T02:40:00.000Z,EDGE-GW-02,edge_gateway,online,28.96,35.97,36.2,9.03,0.082,561,1,3.08,95.76,good,,simulated
2026-07-15T02:40:00.000Z,PLC-HVAC-01,plc,online,22.78,40.18,38.4,5.91,0.216,561,1,0.87,,good,,simulated
2026-07-15T02:40:00.000Z,DDC-AHU-01,ddc,online,30.41,34.63,40.6,10.35,0.006,561,1,4.79,,good,,simulated
2026-07-15T02:40:00.000Z,NEXUS-WEB-01,application,online,22.79,40.45,42.8,5.47,0.249,561,1,0,,good,,simulated
2026-07-15T02:40:00.000Z,NEXUS-API-01,api,online,28.95,35.47,45,9.87,0.019,561,1,4.74,,good,,simulated
2026-07-15T02:40:00.000Z,NEXUS-DB-01,database,online,25.58,38.58,47.2,6.83,0.191,561,1,0.95,,good,,simulated
2026-07-15T02:40:00.000Z,NEXUS-EVENT-01,event_bus,online,25.1,38.19,49.4,7.75,0.117,1823,1,2.97,,good,,simulated
2026-07-15T02:50:00.000Z,EDGE-GW-01,edge_gateway,online,28.61,35.54,34,10,0.002,561,1,0.33,95.75,good,,simulated
2026-07-15T02:50:00.000Z,EDGE-GW-02,edge_gateway,online,26.5,37.94,36.2,7.3,0.173,561,1,1.19,95.75,good,,simulated
2026-07-15T02:50:00.000Z,PLC-HVAC-01,plc,online,24.45,38.78,38.4,7.2,0.146,561,1,2.4,,good,,simulated
2026-07-15T02:50:00.000Z,DDC-AHU-01,ddc,online,29.72,35.34,40.6,9.62,0.05,561,1,3.77,,good,,simulated
2026-07-15T02:50:00.000Z,NEXUS-WEB-01,application,online,22.47,40.51,42.8,5.58,0.236,561,1,0.41,,good,,simulated
2026-07-15T02:50:00.000Z,NEXUS-API-01,api,online,30.27,34.66,45,10.4,0,561,1,4.97,,good,,simulated
2026-07-15T02:50:00.000Z,NEXUS-DB-01,database,online,23.39,40.08,47.2,5.71,0.24,561,1,0.1,,good,,simulated
2026-07-15T02:50:00.000Z,NEXUS-EVENT-01,event_bus,online,27.96,36.15,49.4,9.36,0.042,1824,1,4.36,,good,,simulated
2026-07-15T03:00:00.000Z,EDGE-GW-01,edge_gateway,online,23.98,39.03,34,7.09,0.149,561,1,2.35,95.73,good,,simulated
2026-07-15T03:00:00.000Z,EDGE-GW-02,edge_gateway,online,23.32,40.39,36.2,10.23,0.027,561,1,4.09,95.73,good,,simulated
2026-07-15T03:00:00.000Z,PLC-HVAC-01,plc,online,27.18,36.65,38.4,9.07,0.049,561,1,4.38,,good,,simulated
2026-07-15T03:00:00.000Z,DDC-AHU-01,ddc,online,27.73,36.98,40.6,8.14,0.129,561,1,2.09,,good,,simulated
2026-07-15T03:00:00.000Z,NEXUS-WEB-01,application,online,23.56,39.53,42.8,6.54,0.181,561,1,1.64,,good,,simulated
2026-07-15T03:00:00.000Z,NEXUS-API-01,api,online,30.21,34.9,45,10.05,0.025,561,1,4.32,,good,,simulated
2026-07-15T03:00:00.000Z,NEXUS-DB-01,database,online,22.45,40.62,47.2,5.42,0.247,561,1,0.12,,good,,simulated
2026-07-15T03:00:00.000Z,NEXUS-EVENT-01,event_bus,online,29.85,34.9,49.4,10.27,0.003,1826,1,4.98,,good,,simulated
2026-07-15T03:10:00.000Z,EDGE-GW-01,edge_gateway,online,27.08,36.8,34,8.88,0.064,562,1,3.96,95.72,good,,simulated
2026-07-15T03:10:00.000Z,EDGE-GW-02,edge_gateway,online,27.99,36.89,36.2,8.2,0.127,562,1,2.15,95.72,good,,simulated
2026-07-15T03:10:00.000Z,PLC-HVAC-01,plc,online,22.48,40.16,38.4,6.17,0.194,562,1,1.47,,good,,simulated
2026-07-15T03:10:00.000Z,DDC-AHU-01,ddc,online,24.82,39.28,40.6,6.18,0.23,562,1,0.04,,good,,simulated
2026-07-15T03:10:00.000Z,NEXUS-WEB-01,application,online,25.87,37.69,42.8,8.18,0.095,562,1,3.45,,good,,simulated
2026-07-15T03:10:00.000Z,NEXUS-API-01,api,online,28.78,36.16,45,8.89,0.09,562,1,2.91,,good,,simulated
2026-07-15T03:10:00.000Z,NEXUS-DB-01,database,online,22.92,40.11,47.2,6.01,0.211,562,1,1,,good,,simulated
2026-07-15T03:10:00.000Z,NEXUS-EVENT-01,event_bus,online,30.43,34.67,49.4,10.32,0.009,1828,1,4.72,,good,,simulated
2026-07-15T03:20:00.000Z,EDGE-GW-01,edge_gateway,online,29.37,35.26,34,10.06,0.012,563,1,4.86,95.7,good,,simulated
2026-07-15T03:20:00.000Z,EDGE-GW-02,edge_gateway,online,25.09,38.99,36.2,6.56,0.204,563,1,0.72,95.7,good,,simulated
2026-07-15T03:20:00.000Z,PLC-HVAC-01,plc,online,25.78,37.76,38.4,8.14,0.099,563,1,3.31,,good,,simulated
2026-07-15T03:20:00.000Z,DDC-AHU-01,ddc,online,29.49,35.81,40.6,9.09,0.084,563,1,2.98,,good,,simulated
2026-07-15T03:20:00.000Z,NEXUS-WEB-01,application,online,28.99,35.31,42.8,10.23,0.241,563,1,0.54,,good,,simulated
2026-07-15T03:20:00.000Z,NEXUS-API-01,api,online,26.24,38.21,45,7.11,0.183,563,1,0.98,,good,,simulated
2026-07-15T03:20:00.000Z,NEXUS-DB-01,database,online,24.73,38.63,47.2,7.38,0.137,563,1,2.58,,good,,simulated
2026-07-15T03:20:00.000Z,NEXUS-EVENT-01,event_bus,online,29.61,35.5,49.4,9.51,0.056,1832,1,3.63,,good,,simulated
2026-07-15T03:30:00.000Z,EDGE-GW-01,edge_gateway,online,30.44,34.67,34,10.42,0.002,564,1,4.91,95.69,good,,simulated
2026-07-15T03:30:00.000Z,EDGE-GW-02,edge_gateway,online,23.15,40.33,36.2,5.6,0.245,564,1,0.03,95.69,good,,simulated
2026-07-15T03:30:00.000Z,PLC-HVAC-01,plc,online,28.51,35.87,38.4,9.63,0.03,564,1,4.56,,good,,simulated
2026-07-15T03:30:00.000Z,DDC-AHU-01,ddc,online,26.33,38.15,40.6,7.23,0.173,564,1,1.28,,good,,simulated
2026-07-15T03:30:00.000Z,NEXUS-WEB-01,application,online,24.37,38.82,42.8,7.3,0.139,564,1,2.54,,good,,simulated
2026-07-15T03:30:00.000Z,NEXUS-API-01,api,online,23.03,34.7,45,10.03,0.038,564,1,3.88,,good,,simulated
2026-07-15T03:30:00.000Z,NEXUS-DB-01,database,online,27.55,36.45,47.2,9.29,0.039,564,1,4.59,,good,,simulated
2026-07-15T03:30:00.000Z,NEXUS-EVENT-01,event_bus,online,27.53,37.24,49.4,7.97,0.139,1836,1,1.89,,good,,simulated
2026-07-15T03:40:00.000Z,EDGE-GW-01,edge_gateway,online,30.12,35.15,34,9.9,0.035,565,1,4.09,95.67,good,,simulated
2026-07-15T03:40:00.000Z,EDGE-GW-02,edge_gateway,online,22.52,40.67,36.2,5.5,0.243,565,1,0.23,95.67,good,,simulated
2026-07-15T03:40:00.000Z,PLC-HVAC-01,plc,online,30.17,34.84,38.4,10.38,0.001,565,1,5,,good,,simulated
2026-07-15T03:40:00.000Z,DDC-AHU-01,ddc,online,23.92,39.87,40.6,5.94,0.232,565,1,0.24,,good,,simulated
2026-07-15T03:40:00.000Z,NEXUS-WEB-01,application,online,27.43,36.67,42.8,9.05,0.057,565,1,4.08,,good,,simulated
2026-07-15T03:40:00.000Z,NEXUS-API-01,api,online,27.74,37.19,45,8.03,0.136,565,1,1.98,,good,,simulated
2026-07-15T03:40:00.000Z,NEXUS-DB-01,database,online,22.9,39.96,47.2,6.4,0.184,565,1,1.68,,good,,simulated
2026-07-15T03:40:00.000Z,NEXUS-EVENT-01,event_bus,online,24.56,39.59,49.4,5.99,0.24,1843,1,4.82,,good,,simulated
2026-07-15T03:50:00.000Z,EDGE-GW-01,edge_gateway,online,28.46,36.61,34,8.6,0.107,567,1,2.55,95.66,good,,simulated
2026-07-15T03:50:00.000Z,EDGE-GW-02,edge_gateway,online,23.31,39.97,36.2,6.27,0.198,567,1,1.27,95.66,good,,simulated
2026-07-15T03:50:00.000Z,PLC-HVAC-01,plc,online,30.5,34.85,38.4,10.26,0.015,567,1,4.56,,good,,simulated
2026-07-15T03:50:00.000Z,DDC-AHU-01,ddc,online,22.69,40.7,40.6,5.45,0.25,567,1,0.03,,good,,simulated
2026-07-15T03:50:00.000Z,NEXUS-WEB-01,application,online,29.64,35.23,42.8,10.16,0.009,567,1,4.91,,good,,simulated
2026-07-15T03:50:00.000Z,NEXUS-API-01,api,online,24.95,39.24,45,6.45,0.21,567,1,0.61,,good,,simulated
2026-07-15T03:50:00.000Z,NEXUS-DB-01,database,online,26.2,37.62,47.2,8.35,0.09,567,1,3.46,,good,,simulated
2026-07-15T03:50:00.000Z,NEXUS-EVENT-01,event_bus,online,29.25,36.14,49.4,8.91,0.094,1852,1,2.79,,good,,simulated
2026-07-15T04:00:00.000Z,EDGE-GW-01,edge_gateway,online,25.78,38.82,34,6.74,0.204,570,1,0.56,95.64,good,,simulated
2026-07-15T04:00:00.000Z,EDGE-GW-02,edge_gateway,online,25.39,38.35,36.2,7.78,0.118,570,1,2.97,95.64,good,,simulated
2026-07-15T04:00:00.000Z,PLC-HVAC-01,plc,online,29.44,35.91,38.4,9.29,0.071,570,1,3.32,,good,,simulated
2026-07-15T04:00:00.000Z,DDC-AHU-01,ddc,online,22.86,40.47,40.6,5.84,0.223,570,1,0.71,,good,,simulated
