timestamp,asset_id,equipment_type,terminal_id,zone_id,status,breaker_state,primary_voltage_v,secondary_voltage_v,current_l1_a,current_l2_a,current_l3_a,neutral_current_a,active_power_kw,reactive_power_kvar,apparent_power_kva,power_factor,frequency_hz,load_percent,winding_temp_c,oil_temp_c,thd_voltage_percent,thd_current_percent,voltage_unbalance_percent,current_unbalance_percent,alarm_code,quality,source_mode
2026-07-15T00:10:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,402.59,497.64,507.7,496.36,22.62,330.5,109.79,348.26,0.949,50.029,24.88,51.68,,1.84,4.54,0.44,1.88,,good,simulated
2026-07-15T00:20:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11027.04,397.75,583.17,594.95,593.6,26.51,384.44,136.97,408.11,0.942,49.965,25.51,52.03,44.71,1.84,4.54,1.07,0.73,,good,simulated
2026-07-15T00:20:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10989.27,401.13,516.59,527.03,517.37,23.48,340.19,122.34,361.52,0.941,50.023,22.6,50.43,43.49,1.84,4.54,0.44,2,,good,simulated
2026-07-15T00:20:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10989.68,400.37,378.73,386.38,381.62,17.21,248.34,92.59,265.04,0.937,49.995,21.2,49.66,42.9,1.84,4.54,0.8,1.18,,good,simulated
2026-07-15T00:20:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11034.14,397.88,381.28,388.99,386.88,17.33,252.15,87.28,266.83,0.945,49.983,21.35,49.74,42.97,1.84,4.54,0.81,1.34,,good,simulated
2026-07-15T00:20:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.96,687.65,701.54,700.04,31.26,454.28,158.78,481.23,0.944,49.961,24.06,51.23,,1.84,4.54,0.35,2,,good,simulated
2026-07-15T00:20:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,400.3,483.2,492.96,485.43,21.96,317.52,116.3,338.15,0.939,50.015,21.13,49.62,,1.84,4.54,0.5,1.94,,good,simulated
2026-07-15T00:20:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,401.19,496.33,506.36,498.28,22.56,329.28,110.54,347.34,0.948,50.007,24.81,51.65,,1.84,4.54,0.68,1.39,,good,simulated
2026-07-15T00:30:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11039.06,397.02,555.87,567.1,567.1,25.27,365.28,133.79,389.01,0.939,49.96,24.31,51.37,44.21,1.84,4.54,1.09,0.73,,good,simulated
2026-07-15T00:30:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10968.33,402.56,547.44,558.5,545.35,24.88,362.04,125.3,383.11,0.945,50.038,23.94,51.17,44.05,1.84,4.54,0.31,2.19,,good,simulated
2026-07-15T00:30:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11017.58,398.39,414.08,422.44,420.5,18.82,273.55,95.62,289.78,0.944,49.972,23.18,50.75,43.74,1.84,4.54,1.01,0.82,,good,simulated
2026-07-15T00:30:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11001.88,400.24,348.43,355.47,350.19,15.84,228.72,84.53,243.84,0.938,50.013,19.51,48.73,42.19,1.84,4.54,0.53,1.84,,good,simulated
2026-07-15T00:30:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.44,650.35,663.49,652.5,29.56,427.37,156.52,455.13,0.939,50.008,22.76,50.52,,1.84,4.54,0.67,1.41,,good,simulated
2026-07-15T00:30:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.74,505.72,515.93,515.55,22.99,333.74,117.77,353.91,0.943,49.968,22.12,50.17,,1.84,4.54,0.96,1.07,,good,simulated
2026-07-15T00:30:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,399.06,482.81,492.56,489.23,21.95,319.63,109.54,337.88,0.946,49.976,24.13,51.27,,1.84,4.54,1,0.78,,good,simulated
2026-07-15T00:40:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11037.11,397.35,541.64,552.58,551.41,24.62,355.17,132.41,379.05,0.937,49.969,23.69,51.03,43.95,1.84,4.54,0.98,0.99,,good,simulated
2026-07-15T00:40:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10960.05,403,569.29,580.79,566.5,25.88,377.68,126.81,398.4,0.948,50.039,24.9,51.7,44.46,1.84,4.54,0.33,2.12,,good,simulated
2026-07-15T00:40:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11035.32,397.22,392.49,400.42,400.22,17.84,258.19,93.71,274.67,0.94,49.961,21.97,50.08,43.23,1.84,4.54,1.1,0.7,,good,simulated
2026-07-15T00:40:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10976.35,402.03,371.24,378.74,370.53,16.87,244.99,86.46,259.8,0.943,50.033,20.78,49.43,42.73,1.84,4.54,0.35,2.14,,good,simulated
2026-07-15T00:40:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.2,708.67,722.99,717.42,32.21,469.16,160.76,495.94,0.946,49.981,24.8,51.64,,1.84,4.54,0.93,0.95,,good,simulated
2026-07-15T00:40:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.23,535.31,546.12,540.2,24.33,355.14,119.23,374.62,0.948,50,23.41,50.88,,1.84,4.54,0.65,1.64,,good,simulated
2026-07-15T00:40:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,402.56,460.46,469.76,459.83,20.93,303.23,109.04,322.24,0.941,50.023,23.02,50.66,,1.84,4.54,0.53,1.66,,good,simulated
2026-07-15T00:50:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11021.54,398.68,542.17,553.12,548.57,24.64,355.9,131.51,379.42,0.938,49.991,23.71,51.04,43.96,1.84,4.54,0.74,1.47,,good,simulated
2026-07-15T00:50:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10965.9,402.38,578.74,590.43,577.84,26.31,384.35,127.7,405.01,0.949,50.026,25.31,51.92,44.63,1.84,4.54,0.48,1.79,,good,simulated
2026-07-15T00:50:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11039.75,397.07,378.03,385.66,385.42,17.18,248.15,91.7,264.55,0.938,49.964,21.16,49.64,42.89,1.84,4.54,1.04,0.85,,good,simulated
2026-07-15T00:50:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10962.06,402.93,389.42,397.28,387.48,17.7,258.08,87.53,272.52,0.947,50.04,21.8,49.99,43.16,1.84,4.54,0.3,2.19,,good,simulated
2026-07-15T00:50:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.63,668.9,682.42,681.16,30.4,440.96,157.1,468.11,0.942,49.964,23.41,50.88,,1.84,4.54,1.08,0.72,,good,simulated
2026-07-15T00:50:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.32,491.34,501.27,491.73,22.33,323.56,116.37,343.85,0.941,50.025,21.49,49.82,,1.84,4.54,0.42,2.03,,good,simulated
2026-07-15T00:50:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,400.14,426.57,435.19,430.23,19.39,283,95,298.52,0.948,49.992,21.32,49.73,,1.84,4.54,0.83,1.13,,good,simulated
2026-07-15T01:00:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10995.1,400.77,558.42,569.7,559.86,25.38,367.34,133.33,390.79,0.94,50.021,24.42,51.43,44.26,1.84,4.54,0.43,2.07,,good,simulated
2026-07-15T01:00:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10984.83,400.81,574.09,585.69,577.34,26.1,380.87,127.86,401.76,0.948,50.001,25.11,51.81,44.55,1.84,4.54,0.74,1.28,,good,simulated
2026-07-15T01:00:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11030.09,397.97,373.95,381.51,379.58,17,245.21,91.43,261.7,0.937,49.98,20.94,49.52,42.79,1.84,4.54,0.86,1.23,,good,simulated
2026-07-15T01:00:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10961.53,402.78,400.05,408.13,398.61,18.18,265.68,88.27,279.96,0.949,50.033,22.4,50.32,43.41,1.84,4.54,0.39,1.97,,good,simulated
2026-07-15T01:00:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397,639.47,652.38,652.37,29.07,419.76,155.13,447.51,0.938,49.96,22.38,50.31,,1.84,4.54,1.09,0.75,,good,simulated
2026-07-15T01:00:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.65,519.79,530.29,517.64,23.63,343.75,118.98,363.76,0.945,50.038,22.74,50.51,,1.84,4.54,0.31,2.2,,good,simulated
2026-07-15T01:00:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,398.23,472.41,481.95,480.02,21.47,312.09,109.07,330.6,0.944,49.97,23.61,50.99,,1.84,4.54,1.03,0.79,,good,simulated
2026-07-15T01:10:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10962.46,397.26,586.49,598.34,596.63,26.66,387.46,135.41,410.44,0.944,49.975,25.65,52.11,44.77,1.84,4.54,0.89,1.2,,good,simulated
2026-07-15T01:10:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11013.51,398.57,556.23,567.47,564.8,25.28,367.85,127.32,389.26,0.945,49.969,24.33,51.38,44.22,1.84,4.54,1.06,2.16,,good,simulated
2026-07-15T01:10:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11008.06,399.76,380.28,387.97,382.95,17.29,249.9,91.52,266.13,0.939,50.007,21.29,49.71,42.94,1.84,4.54,0.57,1.79,,good,simulated
2026-07-15T01:10:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10974.87,401.62,401.2,409.31,402.01,18.24,266.45,88.52,280.77,0.949,50.013,22.46,50.35,43.43,1.84,4.54,0.61,1.53,,good,simulated
2026-07-15T01:10:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.44,624.22,636.83,635.19,28.37,409.32,152.6,436.84,0.937,49.971,21.84,50.01,,1.84,4.54,0.96,1.03,,good,simulated
2026-07-15T01:10:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.98,539.25,550.15,536.69,24.51,357.76,120.1,377.38,0.948,50.038,23.59,50.97,,1.84,4.54,0.34,2.1,,good,simulated
2026-07-15T01:10:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,397.15,448.36,457.42,457.28,20.38,294.94,107.06,313.77,0.94,49.96,22.41,50.33,,1.84,4.54,1.1,0.7,,good,simulated
2026-07-15T01:20:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11009.39,399.7,629.41,642.12,633.96,28.61,412.72,153.87,440.47,0.937,50.006,27.53,53.14,45.56,1.84,4.54,0.59,1.73,,good,simulated
2026-07-15T01:20:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10966.86,402.05,528.39,539.07,528.8,24.02,347.59,126.17,369.78,0.94,50.016,23.11,50.71,43.71,1.84,4.54,0.6,1.54,,good,simulated
2026-07-15T01:20:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10977.53,402.12,396.49,404.5,395.23,18.02,261.38,93.11,277.47,0.942,50.04,22.2,50.21,43.32,1.84,4.54,1.04,0.92,,good,simulated
2026-07-15T01:20:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10999.71,399.63,393.12,401.06,397.37,17.87,260.25,89.19,275.11,0.946,49.984,22.01,50.11,43.24,1.84,4.54,0.91,0.94,,good,simulated
2026-07-15T01:20:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,398.86,626.82,639.48,633.7,28.49,411.46,152.06,438.66,0.938,49.994,21.93,50.06,,1.84,4.54,0.71,1.52,,good,simulated
2026-07-15T01:20:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.26,546.74,557.79,546.21,24.85,363.11,120.62,382.62,0.949,50.024,23.91,51.15,,1.84,4.54,0.5,1.75,,good,simulated
2026-07-15T01:20:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,397.11,433.38,442.14,441.74,19.7,284.18,105.96,303.29,0.937,49.965,21.66,49.91,,1.84,4.54,1.03,0.88,,good,simulated
2026-07-15T01:30:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10981.72,401.66,570.75,582.28,570.45,25.94,376.25,134.06,399.42,0.942,50.029,24.96,51.73,44.48,1.84,4.54,0.38,2.09,,good,simulated
2026-07-15T01:30:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10999.01,399.7,575.32,586.94,581.28,26.15,381.28,129.34,402.62,0.947,49.987,25.16,51.84,44.57,1.84,4.54,0.88,1.05,,good,simulated
2026-07-15T01:30:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11023.91,398.63,418.92,427.39,423.76,19.04,277.63,94.18,293.17,0.947,49.993,23.45,50.9,43.85,1.84,4.54,0.72,1.51,,good,simulated
2026-07-15T01:30:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11031.67,397.19,376.07,383.67,374.57,17.09,248.18,87.58,263.18,0.943,50.031,21.05,49.58,42.84,1.84,4.54,0.45,1.81,,good,simulated
2026-07-15T01:30:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.01,647.31,660.39,648.31,29.42,425.82,154.55,453,0.94,50.025,22.65,50.46,,1.84,4.54,0.39,2.13,,good,simulated
2026-07-15T01:30:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,400.6,540.9,551.82,544.44,24.59,358.85,120.46,378.53,0.948,49.998,23.66,51.01,,1.84,4.54,0.77,1.22,,good,simulated
2026-07-15T01:30:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,398.11,429.6,438.28,435.77,19.53,281.7,105.02,300.64,0.937,49.982,21.47,49.81,,1.84,4.54,0.83,1.28,,good,simulated
2026-07-15T01:40:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10964.35,402.8,601.6,613.75,598.82,27.35,398.28,136.46,421.01,0.946,50.04,26.31,52.47,45.05,1.84,4.54,0.3,2.2,,good,simulated
2026-07-15T01:40:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11024.26,397.93,542.4,553.36,551.74,24.65,357.94,126.33,379.58,0.943,49.967,23.72,51.05,43.96,1.84,4.54,1.05,0.75,,good,simulated
2026-07-15T01:40:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10993.13,400.86,383.94,391.7,384.93,17.45,252.57,91.67,268.69,0.94,50.02,21.5,49.83,43.03,1.84,4.54,0.46,1.96,,good,simulated
2026-07-15T01:40:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10985.1,400.7,353.99,361.14,356.22,16.09,232.37,85.87,247.73,0.938,49.999,19.82,48.9,42.32,1.84,4.54,0.76,1.25,,good,simulated
2026-07-15T01:40:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.51,680.23,693.98,691.25,30.92,449.86,155.69,476.04,0.945,49.978,23.8,51.09,,1.84,4.54,0.86,1.26,,good,simulated
2026-07-15T01:40:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,398.32,523.35,533.92,531.98,23.79,345.74,120.84,366.25,0.944,49.966,22.89,50.59,,1.84,4.54,1.1,2.09,,good,simulated
2026-07-15T01:40:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,399.98,438.19,447.04,440.83,19.92,287.94,105.47,306.65,0.939,50.01,21.9,50.05,,1.84,4.54,0.54,1.85,,good,simulated
2026-07-15T01:50:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10960.34,402.92,621.13,633.68,618.44,28.23,412.51,137.05,434.68,0.949,50.036,27.17,52.94,45.41,1.84,4.54,0.36,2.04,,good,simulated
2026-07-15T01:50:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11038.16,397.06,516.32,526.75,526.72,23.47,339.29,124.26,361.33,0.939,49.96,22.58,50.42,43.48,1.84,4.54,1.1,0.72,,good,simulated
2026-07-15T01:50:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10970.63,402.41,407.81,416.04,406.46,18.54,269.41,94.16,285.39,0.944,50.036,22.83,50.56,43.59,1.84,4.54,0.32,2.18,,good,simulated
2026-07-15T01:50:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11014.09,398.63,386.53,394.34,392.16,17.57,255.62,88.48,270.5,0.945,49.974,21.64,49.9,43.09,1.84,4.54,0.99,0.86,,good,simulated
2026-07-15T01:50:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.92,730.2,744.96,734.81,33.19,479.33,177.13,511.01,0.938,50.009,25.55,52.05,,1.84,4.54,0.57,1.78,,good,simulated
2026-07-15T01:50:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.79,495.71,505.73,496.62,22.53,326.1,118.34,346.91,0.94,50.013,21.68,49.92,,1.84,4.54,0.63,1.49,,good,simulated
2026-07-15T01:50:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,402.37,457.33,466.57,455.38,20.79,301.81,106.5,320.05,0.943,49.963,22.86,50.57,,1.84,4.54,1.01,0.98,,good,simulated
2026-07-15T02:00:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10970.4,401.99,627.03,639.7,627.22,28.5,416.43,138.35,438.81,0.949,50.019,27.43,53.09,45.52,1.84,4.54,0.55,1.65,,good,simulated
2026-07-15T02:00:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11038.26,397.24,501.17,511.3,510.51,22.78,328.63,122.53,350.73,0.937,49.967,21.92,50.06,43.21,1.84,4.54,1,0.94,,good,simulated
2026-07-15T02:00:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10960.38,403,425.02,433.61,422.89,19.32,281.97,94.68,297.44,0.948,50.039,23.8,51.09,44,1.84,4.54,0.32,2.15,,good,simulated
2026-07-15T02:00:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11033.53,397.33,365.78,373.17,372.86,16.63,240.88,86.62,255.98,0.941,49.961,20.48,49.26,42.6,1.84,4.54,1.1,0.7,,good,simulated
2026-07-15T02:00:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.82,662.26,675.64,661.51,30.1,437.04,154.24,463.46,0.943,50.031,23.17,50.74,,1.84,4.54,0.37,2.11,,good,simulated
2026-07-15T02:00:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.49,539.87,550.77,545.92,24.54,357.79,121.35,377.81,0.947,49.984,23.61,50.99,,1.84,4.54,0.9,1.01,,good,simulated
2026-07-15T02:00:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,398.88,484.15,493.93,489.26,22.01,320.86,108.85,338.82,0.947,49.996,24.2,51.31,,1.84,4.54,0.69,1.56,,good,simulated
2026-07-15T02:10:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10992.76,400.18,617.69,630.17,622.9,28.08,409.36,138.86,432.27,0.947,49.992,27.02,52.86,45.35,1.84,4.54,0.83,1.09,,good,simulated
2026-07-15T02:10:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11024.54,398.43,499.96,510.06,506.42,22.73,327.84,122.22,349.88,0.937,49.987,21.87,50.03,43.19,1.84,4.54,0.78,1.39,,good,simulated
2026-07-15T02:10:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10964.2,402.53,433.71,442.47,432.72,19.71,288.04,95.69,303.52,0.949,50.028,24.28,51.35,44.2,1.84,4.54,0.45,1.85,,good,simulated
2026-07-15T02:10:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11039.99,397.03,351.53,358.64,358.51,15.98,230.76,85.27,246.01,0.938,49.962,19.68,48.82,42.27,1.84,4.54,1.06,0.81,,good,simulated
2026-07-15T02:10:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.86,697.47,711.56,694.12,31.7,461.74,158.23,488.1,0.946,50.04,24.41,51.43,,1.84,4.54,0.3,2.2,,good,simulated
2026-07-15T02:10:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.8,509.73,520.03,518.76,23.17,336.03,119.72,356.72,0.942,49.966,22.3,50.27,,1.84,4.54,1.06,0.74,,good,simulated
2026-07-15T02:10:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,401.06,444.06,453.03,444.86,20.18,292.11,106.04,310.76,0.94,50.022,22.2,50.21,,1.84,4.54,0.44,1.99,,good,simulated
2026-07-15T02:20:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11023.46,397.81,594.21,606.22,605.29,27.01,392.55,137.21,415.84,0.944,50.039,25.99,52.29,44.92,1.84,4.54,0.37,1.96,,good,simulated
2026-07-15T02:20:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10999.41,400.44,512.42,522.77,514.49,23.29,337.08,122.36,358.6,0.94,50.017,22.41,50.33,43.41,1.84,4.54,0.48,1.98,,good,simulated
2026-07-15T02:20:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10981.4,401.08,431.91,440.64,433.82,19.63,286.54,96.21,302.26,0.948,50.005,24.18,51.3,44.16,1.84,4.54,0.7,1.36,,good,simulated
2026-07-15T02:20:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11032.31,397.78,346.26,353.26,351.78,15.74,227.05,84.66,242.32,0.937,49.977,19.39,48.66,42.14,1.84,4.54,0.89,1.16,,good,simulated
2026-07-15T02:20:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.87,718.34,732.86,715.43,32.65,477.07,158.5,502.71,0.949,50.035,25.14,51.83,,1.84,4.54,0.37,2.01,,good,simulated
2026-07-15T02:20:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.03,485.57,495.38,495.37,22.07,319.08,116.87,339.81,0.939,49.96,21.24,49.68,,1.84,4.54,1.09,0.73,,good,simulated
2026-07-15T02:20:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,402.51,470.44,479.94,468.71,21.38,311.11,107.69,329.22,0.945,50.037,23.52,50.94,,1.84,4.54,0.31,2.19,,good,simulated
2026-07-15T02:30:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10977.08,401.29,561.5,572.85,563.69,25.52,368.98,135.14,392.95,0.939,50.006,24.56,51.51,44.32,1.84,4.54,0.69,1.38,,good,simulated
