timestamp,asset_id,equipment_type,terminal_id,zone_id,status,speed_mps,motor_current_a,active_power_kw,bag_count_per_min,total_bag_count,belt_occupancy_percent,barcode_read_rate_percent,reject_count,missorted_bag_count,jam_status,emergency_stop_status,destination_code,availability_percent,alarm_code,quality,source_mode
2026-07-15T00:20:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,510480,30.8,98.52,2,0,false,false,KUL,99.8,,good,simulated
2026-07-15T00:20:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,525360,30.8,99.59,0,0,false,false,HAN,99.8,,good,simulated
2026-07-15T00:20:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,540450,30.8,98.42,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:20:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,555420,30.8,99.47,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,420520,30.8,99.49,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,435580,30.8,98.71,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,450580,30.8,99,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,465520,30.8,99.34,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,480580,30.8,99.49,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,495500,30.8,98.86,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,510630,30.8,98.83,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,525480,30.8,99.42,0,0,false,false,HAN,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,540610,30.8,98.44,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:30:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,555530,30.8,99.6,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,420630,30.8,99.6,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,435740,30.8,98.46,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,450710,30.8,99.38,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,465660,30.8,98.88,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,480730,30.8,98.8,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,495660,30.8,99.57,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,510760,30.8,99.27,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,525610,30.8,99.06,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,540770,30.8,98.67,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:40:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,555650,30.8,99.52,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,420750,30.8,99.5,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,435900,30.8,98.41,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,450830,30.8,99.58,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,465820,30.8,98.55,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,480860,30.8,99.23,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,495790,30.8,99.08,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,510920,30.8,98.57,2,0,false,false,KUL,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,525760,30.8,98.59,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,540910,30.8,99.06,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T00:50:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,555780,30.8,99.24,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,420880,30.8,99.2,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,436060,30.8,98.57,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,450940,30.8,99.57,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,465980,30.8,98.4,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,480980,30.8,99.51,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,495940,30.8,98.68,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,511060,30.8,99.05,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,525880,30.8,99.29,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,541030,30.8,99.55,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:00:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,555920,30.8,98.81,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,421030,30.8,98.76,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,436210,30.8,98.91,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,451060,30.8,99.36,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,466140,30.8,98.47,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,481090,30.8,99.6,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,496100,30.8,98.44,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,511180,30.8,99.4,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,526020,30.8,98.84,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,541180,30.8,98.84,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:10:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,556080,30.8,99.51,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,421150,30.8,99.46,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,436340,30.8,99.37,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,451200,30.8,98.97,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,466290,30.8,98.73,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,481210,30.8,99.48,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,496260,30.8,98.41,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,511300,30.8,99.59,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,526180,30.8,98.53,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,541310,30.8,99.26,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:20:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,556210,30.8,99.03,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,421290,30.8,98.98,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,436500,30.8,98.68,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,451360,30.8,98.49,2,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,466430,30.8,99.15,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,481340,30.8,99.16,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,496420,30.8,98.59,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,511410,30.8,99.56,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,526340,30.8,98.4,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,541430,30.8,99.53,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:30:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,556360,30.8,98.65,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,421440,30.8,98.62,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,436640,30.8,99.13,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,451490,30.8,99.19,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,466550,30.8,98.45,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,481490,30.8,98.71,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,496560,30.8,98.95,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,511530,30.8,99.32,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,526500,30.8,98.49,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,541540,30.8,99.6,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:40:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,556520,30.8,98.43,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,421600,30.8,98.42,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,436760,30.8,99.46,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,451640,30.8,98.76,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,466690,30.8,98.94,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,481610,30.8,99.41,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,496690,30.8,99.42,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,511670,30.8,98.93,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,526650,30.8,98.77,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,541660,30.8,99.45,0,0,false,false,BKK,99.8,,good,simulated
2026-07-15T01:50:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,556680,30.8,98.42,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,421760,30.8,98.43,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,11,436870,30.8,99.6,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,451800,30.8,98.48,2,0,false,false,KUL,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,466820,30.8,99.33,0,0,false,false,HAN,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,14,481750,30.8,98.94,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,496840,30.8,98.73,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,511830,30.8,98.44,0,0,false,false,KUL,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,526780,30.8,99.2,1,0,false,false,HAN,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,541790,30.8,99.12,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T02:00:00.000Z,BHS-BELT-01,baggage_belt,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,556840,30.8,98.62,2,0,false,false,SIN,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-CV-01,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,421920,30.81,98.65,1,0,false,false,BKK,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-CV-02,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,436990,30.81,99.53,0,0,false,false,SIN,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-CV-03,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,451960,30.81,98.4,2,0,false,false,KUL,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-CV-04,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,12,466940,30.81,99.56,0,0,false,false,HAN,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-CV-05,conveyor,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,481900,30.81,98.59,2,0,false,false,BKK,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-SORT-01,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,496970,30.81,99.17,1,0,false,false,SIN,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-SORT-02,sorter,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,13,511960,30.81,99.14,1,0,false,false,KUL,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-SCAN-01,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,16,526940,30.81,98.5,2,0,false,false,HAN,99.8,,good,simulated
2026-07-15T02:10:00.000Z,BHS-SCAN-02,scanner,T1,BAGGAGE-HANDLING,running,1.21,13.4,5.6,15,541940,30.81,98.66,2,0,false,false,BKK,99.8,,good,simulated
