timestamp,event_id,asset_id,safety_system,event_type,terminal_id,zone_id,status,severity,sensor_value,unit,alarm_code,requires_human_approval,field_verification_required,acknowledged,quality,source_mode
2026-07-15T00:00:00.000Z,SAFE-001-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,7.27,ppm,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,16.33,ppm,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:10:00.000Z,SAFE-002-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,4.96,ppm,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,18.31,ppm,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:20:00.000Z,SAFE-003-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,6.47,ppm,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,15.4,ppm,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:30:00.000Z,SAFE-004-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,7.54,ppm,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,17.25,ppm,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:40:00.000Z,SAFE-005-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,7.99,ppm,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,18.52,ppm,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T00:50:00.000Z,SAFE-006-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,7.74,ppm,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,19,ppm,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:00:00.000Z,SAFE-007-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,6.82,ppm,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,18.59,ppm,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:10:00.000Z,SAFE-008-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,5.41,ppm,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,17.37,ppm,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:20:00.000Z,SAFE-009-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,7.75,ppm,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,15.56,ppm,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:30:00.000Z,SAFE-010-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,6.13,ppm,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,18.47,ppm,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:40:00.000Z,SAFE-011-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,4.84,ppm,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,16.47,ppm,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T01:50:00.000Z,SAFE-012-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-05,FP-01,fire_pump,fire_pump_status,T1,FIRE-PUMP-ROOM,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-06,FD-AHU-01,smoke_control,fire_damper,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-07,SPF-01,smoke_control,stair_pressurization,T1,STAIR-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-08,CO-PLANT-01,gas_detection,carbon_monoxide,T1,CENTRAL-PLANT,normal,info,4.11,ppm,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-09,REF-PLANT-01,gas_detection,refrigerant,T1,CENTRAL-PLANT,normal,info,14.92,ppm,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-10,LD-PLANT-01,leak_detection,water_leak,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-11,EL-T1-01,emergency_lighting,circuit_status,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:00:00.000Z,SAFE-013-12,EXIT-T1-01,evacuation,exit_door,T1,EXIT-A,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:10:00.000Z,SAFE-014-01,SD-T1-001,fire_alarm,smoke_detector,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:10:00.000Z,SAFE-014-02,SD-T1-002,fire_alarm,smoke_detector,T1,ARRIVAL-HALL,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:10:00.000Z,SAFE-014-03,HD-PLANT-01,fire_alarm,heat_detector,T1,CENTRAL-PLANT,normal,info,0,boolean,,false,false,false,good,simulated
2026-07-15T02:10:00.000Z,SAFE-014-04,MCP-T1-01,fire_alarm,manual_call_point,T1,DEPARTURE-HALL,normal,info,0,boolean,,false,false,false,good,simulated
