timestamp,meter_id,utility_type,terminal_id,zone_id,active_power_kw,active_energy_kwh,thermal_power_kw,thermal_energy_kwh,water_flow_m3h,water_total_m3,solar_power_kw,solar_energy_kwh,battery_soc_percent,charge_discharge_power_kw,gas_flow_m3h,gas_total_m3,maximum_demand_kw,tariff_code,tariff_mmk_per_kwh,quality,source_mode
2026-07-15T00:50:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.4,125432.402,,,,,,,,,,,466.99,OFF_PEAK,700,good,simulated
2026-07-15T00:50:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166,151165.998,,,,,,,,,,,,good,simulated
2026-07-15T00:50:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175007.74,,,,,,,,,,good,simulated
2026-07-15T00:50:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200003.87,,,,,,,,,,good,simulated
2026-07-15T00:50:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T00:50:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T00:50:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T01:00:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.6,100811.531,,,,,,,,,,,751.25,OFF_PEAK,700,good,simulated
2026-07-15T01:00:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.4,125504.469,,,,,,,,,,,466.99,OFF_PEAK,700,good,simulated
2026-07-15T01:00:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.01,151360.333,,,,,,,,,,,,good,simulated
2026-07-15T01:00:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175009.03,,,,,,,,,,good,simulated
2026-07-15T01:00:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200004.515,,,,,,,,,,good,simulated
2026-07-15T01:00:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T01:00:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T01:00:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T01:10:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.61,100927.466,,,,,,,,,,,751.26,OFF_PEAK,700,good,simulated
2026-07-15T01:10:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.4,125576.536,,,,,,,,,,,466.99,OFF_PEAK,700,good,simulated
2026-07-15T01:10:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.01,151554.668,,,,,,,,,,,,good,simulated
2026-07-15T01:10:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175010.32,,,,,,,,,,good,simulated
2026-07-15T01:10:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200005.16,,,,,,,,,,good,simulated
2026-07-15T01:10:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T01:10:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T01:10:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T01:20:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.61,101043.401,,,,,,,,,,,751.26,OFF_PEAK,700,good,simulated
2026-07-15T01:20:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.41,125648.604,,,,,,,,,,,467,OFF_PEAK,700,good,simulated
2026-07-15T01:20:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.02,151749.005,,,,,,,,,,,,good,simulated
2026-07-15T01:20:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175011.61,,,,,,,,,,good,simulated
2026-07-15T01:20:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200005.805,,,,,,,,,,good,simulated
2026-07-15T01:20:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T01:20:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T01:20:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T01:30:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.62,101159.338,,,,,,,,,,,751.27,OFF_PEAK,700,good,simulated
2026-07-15T01:30:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.41,125720.672,,,,,,,,,,,467,OFF_PEAK,700,good,simulated
2026-07-15T01:30:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.03,151943.343,,,,,,,,,,,,good,simulated
2026-07-15T01:30:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175012.9,,,,,,,,,,good,simulated
2026-07-15T01:30:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200006.45,,,,,,,,,,good,simulated
2026-07-15T01:30:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T01:30:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T01:30:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T01:40:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.63,101275.276,,,,,,,,,,,751.28,OFF_PEAK,700,good,simulated
2026-07-15T01:40:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.42,125792.742,,,,,,,,,,,467.01,OFF_PEAK,700,good,simulated
2026-07-15T01:40:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.05,152137.685,,,,,,,,,,,,good,simulated
2026-07-15T01:40:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175014.19,,,,,,,,,,good,simulated
2026-07-15T01:40:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200007.095,,,,,,,,,,good,simulated
2026-07-15T01:40:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T01:40:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T01:40:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T01:50:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.64,101391.216,,,,,,,,,,,751.29,OFF_PEAK,700,good,simulated
2026-07-15T01:50:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.42,125864.812,,,,,,,,,,,467.01,OFF_PEAK,700,good,simulated
2026-07-15T01:50:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.08,152332.032,,,,,,,,,,,,good,simulated
2026-07-15T01:50:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175015.48,,,,,,,,,,good,simulated
2026-07-15T01:50:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200007.74,,,,,,,,,,good,simulated
2026-07-15T01:50:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T01:50:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T01:50:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T02:00:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.66,101507.159,,,,,,,,,,,751.31,OFF_PEAK,700,good,simulated
2026-07-15T02:00:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.44,125936.885,,,,,,,,,,,467.04,OFF_PEAK,700,good,simulated
2026-07-15T02:00:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.12,152526.385,,,,,,,,,,,,good,simulated
2026-07-15T02:00:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175016.77,,,,,,,,,,good,simulated
2026-07-15T02:00:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200008.385,,,,,,,,,,good,simulated
2026-07-15T02:00:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T02:00:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T02:00:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T02:10:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.7,101623.109,,,,,,,,,,,751.36,OFF_PEAK,700,good,simulated
2026-07-15T02:10:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.46,126008.962,,,,,,,,,,,467.06,OFF_PEAK,700,good,simulated
2026-07-15T02:10:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.19,152720.75,,,,,,,,,,,,good,simulated
2026-07-15T02:10:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175018.06,,,,,,,,,,good,simulated
2026-07-15T02:10:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200009.03,,,,,,,,,,good,simulated
2026-07-15T02:10:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T02:10:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T02:10:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T02:20:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.75,101739.067,,,,,,,,,,,751.41,OFF_PEAK,700,good,simulated
2026-07-15T02:20:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.49,126081.044,,,,,,,,,,,467.09,OFF_PEAK,700,good,simulated
2026-07-15T02:20:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.29,152915.132,,,,,,,,,,,,good,simulated
2026-07-15T02:20:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175019.35,,,,,,,,,,good,simulated
2026-07-15T02:20:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200009.675,,,,,,,,,,good,simulated
2026-07-15T02:20:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T02:20:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T02:20:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T02:30:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.83,101855.039,,,,,,,,,,,751.5,OFF_PEAK,700,good,simulated
2026-07-15T02:30:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.54,126153.134,,,,,,,,,,,467.14,OFF_PEAK,700,good,simulated
2026-07-15T02:30:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.44,153109.539,,,,,,,,,,,,good,simulated
2026-07-15T02:30:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.74,175020.64,,,,,,,,,,good,simulated
2026-07-15T02:30:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200010.32,,,,,,,,,,good,simulated
2026-07-15T02:30:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T02:30:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T02:30:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T02:40:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,695.94,101971.029,,,,,,,,,,,751.62,OFF_PEAK,700,good,simulated
2026-07-15T02:40:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.61,126225.236,,,,,,,,,,,467.22,OFF_PEAK,700,good,simulated
2026-07-15T02:40:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.66,153303.982,,,,,,,,,,,,good,simulated
2026-07-15T02:40:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.75,175021.932,,,,,,,,,,good,simulated
2026-07-15T02:40:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200010.965,,,,,,,,,,good,simulated
2026-07-15T02:40:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T02:40:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T02:40:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T02:50:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,696.11,102087.047,,,,,,,,,,,751.8,OFF_PEAK,700,good,simulated
2026-07-15T02:50:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.72,126297.356,,,,,,,,,,,467.34,OFF_PEAK,700,good,simulated
2026-07-15T02:50:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1166.98,153498.479,,,,,,,,,,,,good,simulated
2026-07-15T02:50:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.75,175023.224,,,,,,,,,,good,simulated
2026-07-15T02:50:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.87,200011.61,,,,,,,,,,good,simulated
2026-07-15T02:50:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T02:50:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T02:50:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T03:00:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,696.35,102203.105,,,,,,,,,,,752.06,OFF_PEAK,700,good,simulated
2026-07-15T03:00:00.000Z,EM-HVAC-01,electricity,T1,MAIN,432.87,126369.501,,,,,,,,,,,467.5,OFF_PEAK,700,good,simulated
2026-07-15T03:00:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1167.43,153693.051,,,,,,,,,,,,good,simulated
2026-07-15T03:00:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.75,175024.516,,,,,,,,,,good,simulated
2026-07-15T03:00:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.88,200012.257,,,,,,,,,,good,simulated
2026-07-15T03:00:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T03:00:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T03:00:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T03:10:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,696.69,102319.22,,,,,,,,,,,752.43,OFF_PEAK,700,good,simulated
2026-07-15T03:10:00.000Z,EM-HVAC-01,electricity,T1,MAIN,433.08,126441.681,,,,,,,,,,,467.73,OFF_PEAK,700,good,simulated
2026-07-15T03:10:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1168.08,153887.731,,,,,,,,,,,,good,simulated
2026-07-15T03:10:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.76,175025.809,,,,,,,,,,good,simulated
2026-07-15T03:10:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.88,200012.904,,,,,,,,,,good,simulated
2026-07-15T03:10:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T03:10:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T03:10:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T03:20:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,697.16,102435.413,,,,,,,,,,,752.93,OFF_PEAK,700,good,simulated
2026-07-15T03:20:00.000Z,EM-HVAC-01,electricity,T1,MAIN,433.37,126513.909,,,,,,,,,,,468.04,OFF_PEAK,700,good,simulated
2026-07-15T03:20:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1168.99,154082.563,,,,,,,,,,,,good,simulated
2026-07-15T03:20:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.76,175027.102,,,,,,,,,,good,simulated
2026-07-15T03:20:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.88,200013.551,,,,,,,,,,good,simulated
2026-07-15T03:20:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T03:20:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T03:20:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T03:30:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,697.82,102551.716,,,,,,,,,,,753.65,OFF_PEAK,700,good,simulated
2026-07-15T03:30:00.000Z,EM-HVAC-01,electricity,T1,MAIN,433.78,126586.206,,,,,,,,,,,468.48,OFF_PEAK,700,good,simulated
2026-07-15T03:30:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1170.24,154277.603,,,,,,,,,,,,good,simulated
2026-07-15T03:30:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.77,175028.397,,,,,,,,,,good,simulated
2026-07-15T03:30:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.89,200014.199,,,,,,,,,,good,simulated
2026-07-15T03:30:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T03:30:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T03:30:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T03:40:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,698.71,102668.168,,,,,,,,,,,754.61,OFF_PEAK,700,good,simulated
2026-07-15T03:40:00.000Z,EM-HVAC-01,electricity,T1,MAIN,434.34,126658.596,,,,,,,,,,,469.09,OFF_PEAK,700,good,simulated
2026-07-15T03:40:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1171.95,154472.928,,,,,,,,,,,,good,simulated
2026-07-15T03:40:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.79,175029.695,,,,,,,,,,good,simulated
2026-07-15T03:40:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.89,200014.847,,,,,,,,,,good,simulated
2026-07-15T03:40:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T03:40:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T03:40:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T03:50:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,699.92,102784.821,,,,,,,,,,,755.91,OFF_PEAK,700,good,simulated
2026-07-15T03:50:00.000Z,EM-HVAC-01,electricity,T1,MAIN,435.08,126731.109,,,,,,,,,,,469.89,OFF_PEAK,700,good,simulated
2026-07-15T03:50:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1174.25,154668.636,,,,,,,,,,,,good,simulated
2026-07-15T03:50:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.8,175030.995,,,,,,,,,,good,simulated
2026-07-15T03:50:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.9,200015.497,,,,,,,,,,good,simulated
2026-07-15T03:50:00.000Z,SOLAR-PV-01,solar,T1,MAIN,,225000,,,,,0,225000,,,,,,,,good,simulated
2026-07-15T03:50:00.000Z,BESS-01,battery,T1,MAIN,,250000,,,,,,,74,0,,,,,,good,simulated
2026-07-15T03:50:00.000Z,GAS-GEN-01,gas,T1,MAIN,,,,,,,,,,,,275000,,,,good,simulated
2026-07-15T04:00:00.000Z,EM-T1-MAIN,electricity,T1,MAIN,701.52,102901.741,,,,,,,,,,,757.64,OFF_PEAK,700,good,simulated
2026-07-15T04:00:00.000Z,EM-HVAC-01,electricity,T1,MAIN,436.08,126803.789,,,,,,,,,,,470.97,OFF_PEAK,700,good,simulated
2026-07-15T04:00:00.000Z,BTU-CHW-01,thermal,T1,CENTRAL-PLANT,,,1177.31,154864.854,,,,,,,,,,,,good,simulated
2026-07-15T04:00:00.000Z,WM-CT-01,water,T1,UTILITY,,,,,7.83,175032.3,,,,,,,,,,good,simulated
2026-07-15T04:00:00.000Z,WM-DOMESTIC-01,water,T1,UTILITY,,,,,3.91,200016.149,,,,,,,,,,good,simulated
