timestamp,equipment_id,zone_name,status,zone_temp_c,zone_setpoint_c,zone_rh_percent,supply_air_temp_c,return_air_temp_c,supply_air_rh_percent,return_air_rh_percent,supply_airflow_cmh,fan_speed_percent,cooling_valve_percent,damper_position_percent,outdoor_air_percent,filter_dp_pa,co2_ppm,pm25_ug_m3,occupancy,sensor_quality,communication_status,data_age_seconds
2026-07-12T00:40:00+06:30,AHU-05,VIP Lounge,running,22.35,22.00,55.7,14.60,22.55,62.7,55.7,3788,47.3,31.2,25.0,21.3,164.2,446,7.6,11,GOOD,online,0
2026-07-12T00:40:00+06:30,AHU-06,Immigration Hall,running,23.46,23.00,58.1,14.49,23.74,65.1,58.1,7368,49.1,34.1,25.0,21.3,171.4,452,10.1,21,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-01,Check-in Hall,running,23.55,23.00,58.3,14.18,23.75,65.3,58.3,9086,50.5,36.3,25.0,21.3,148.1,456,8.6,29,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-02,Departure Hall,running,23.05,22.50,56.6,14.43,23.17,63.6,56.6,10100,50.5,36.3,25.0,21.3,153.1,458,9.0,32,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-03,Arrival Hall,running,23.29,23.00,58.0,14.32,23.76,65.0,58.0,9019,46.3,29.4,25.0,21.3,152.8,454,8.7,25,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-04,Baggage Claim,running,23.87,23.50,58.1,14.26,24.32,65.1,58.1,7604,47.5,31.5,25.0,21.3,159.4,452,10.6,21,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-05,VIP Lounge,running,22.41,22.00,54.9,14.25,22.68,61.9,54.9,3863,48.3,32.7,25.0,21.3,165.4,446,7.0,11,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-06,Immigration Hall,running,23.26,23.00,56.4,14.37,23.65,63.4,56.4,6887,45.9,28.9,25.0,21.3,167.4,452,7.3,21,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-01,Check-in Hall,running,23.41,23.00,55.6,14.24,23.89,62.6,55.6,8680,48.2,32.6,25.0,21.3,145.3,456,8.6,30,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-02,Departure Hall,running,23.07,22.50,57.0,14.29,23.19,64.0,57.0,10174,50.9,36.9,25.0,21.3,153.6,458,9.6,32,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-03,Arrival Hall,running,23.59,23.00,55.5,14.14,23.94,62.5,55.5,9964,51.1,37.3,25.0,21.3,158.9,454,8.7,25,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-04,Baggage Claim,running,23.80,23.50,55.8,14.55,24.06,62.8,55.8,7426,46.4,29.7,25.0,21.3,158.0,452,8.4,21,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-05,VIP Lounge,running,22.58,22.00,57.6,14.19,23.00,64.6,57.6,4076,50.9,37.0,25.0,21.3,168.7,446,8.1,11,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-06,Immigration Hall,running,23.50,23.00,55.3,14.16,23.88,62.3,55.3,7464,49.8,35.1,25.0,21.3,172.2,452,7.9,21,GOOD,online,0
2026-07-12T01:10:00+06:30,AHU-01,Check-in Hall,running,23.60,23.00,54.8,14.30,24.06,61.8,54.8,9224,51.2,37.5,25.0,21.3,149.1,456,8.4,30,GOOD,online,0
2026-07-12T01:10:00+06:30,AHU-02,Departure Hall,running,22.85,22.50,57.0,14.31,22.98,64.0,57.0,9465,47.3,31.2,25.0,21.3,149.2,458,9.2,32,GOOD,online,0
2026-07-12T01:10:00+06:30,AHU-03,Arrival Hall,running,23.31,23.00,58.2,14.51,23.64,65.2,58.2,9103,46.7,30.1,25.0,21.3,153.4,454,10.9,25,GOOD,online,0
2026-07-12T01:10:00+06:30,AHU-04,Baggage Claim,running,23.90,23.50,57.3,14.37,24.08,64.3,57.3,7683,48.0,32.3,25.0,21.3,160.0,452,7.0,21,GOOD,online,0
2026-07-12T01:10:00+06:30,AHU-05,VIP Lounge,running,22.42,22.00,57.2,14.42,22.65,64.2,57.2,3877,48.5,33.0,25.0,21.3,165.6,446,7.2,11,GOOD,online,0
2026-07-12T01:10:00+06:30,AHU-06,Immigration Hall,running,23.30,23.00,55.7,14.35,23.69,62.7,55.7,6963,46.4,29.7,25.0,21.3,168.0,452,7.2,21,GOOD,online,0
2026-07-12T01:20:00+06:30,AHU-01,Check-in Hall,running,23.28,23.00,56.5,14.32,23.52,63.5,56.5,8316,46.2,29.4,25.0,21.3,142.8,456,10.0,30,GOOD,online,0
2026-07-12T01:20:00+06:30,AHU-02,Departure Hall,running,22.86,22.50,58.0,14.42,22.96,65.0,58.0,9479,47.4,31.3,25.0,21.3,149.2,458,9.5,32,GOOD,online,0
2026-07-12T01:20:00+06:30,AHU-03,Arrival Hall,running,23.40,23.00,55.1,14.42,23.83,62.1,55.1,9387,48.1,32.5,25.0,21.3,155.2,454,10.6,25,GOOD,online,0
2026-07-12T01:20:00+06:30,AHU-04,Baggage Claim,running,23.89,23.50,57.5,14.28,24.21,64.5,57.5,7676,48.0,32.2,25.0,21.3,160.0,452,8.8,21,GOOD,online,0
2026-07-12T01:20:00+06:30,AHU-05,VIP Lounge,running,22.44,22.00,55.4,14.18,22.79,62.4,55.4,3900,48.8,33.5,25.0,21.3,165.9,446,9.5,11,GOOD,online,0
2026-07-12T01:20:00+06:30,AHU-06,Immigration Hall,running,23.41,23.00,56.5,14.26,23.62,63.5,56.5,7233,48.2,32.6,25.0,21.3,170.3,452,8.8,21,GOOD,online,0
2026-07-12T01:30:00+06:30,AHU-01,Check-in Hall,running,23.43,23.00,57.4,14.49,23.70,64.4,57.4,8748,48.6,33.2,25.0,21.3,145.8,456,9.0,30,GOOD,online,0
2026-07-12T01:30:00+06:30,AHU-02,Departure Hall,running,22.79,22.50,55.5,14.35,22.95,62.5,55.5,9276,46.4,29.6,25.0,21.3,148.0,458,8.2,32,GOOD,online,0
2026-07-12T01:30:00+06:30,AHU-03,Arrival Hall,running,23.55,23.00,55.3,14.25,23.71,62.3,55.3,9841,50.5,36.2,25.0,21.3,158.1,454,8.6,25,GOOD,online,0
2026-07-12T01:30:00+06:30,AHU-04,Baggage Claim,running,23.81,23.50,58.2,14.29,23.97,65.2,58.2,7471,46.7,30.1,25.0,21.3,158.4,452,8.6,21,GOOD,online,0
2026-07-12T01:30:00+06:30,AHU-05,VIP Lounge,running,22.61,22.00,58.0,14.11,22.72,65.0,58.0,4117,51.5,37.8,25.0,21.3,169.3,446,10.3,11,GOOD,online,0
2026-07-12T01:30:00+06:30,AHU-06,Immigration Hall,running,23.40,23.00,54.9,14.53,23.76,61.9,54.9,7225,48.2,32.5,25.0,21.3,170.2,452,8.1,21,GOOD,online,0
2026-07-12T01:40:00+06:30,AHU-01,Check-in Hall,running,23.50,23.00,58.3,14.22,23.83,65.3,58.3,8936,49.6,34.9,25.0,21.3,147.1,456,9.1,30,GOOD,online,0
2026-07-12T01:40:00+06:30,AHU-02,Departure Hall,running,23.04,22.50,55.3,14.38,23.50,62.3,55.3,10067,50.3,36.0,25.0,21.3,152.9,458,7.5,33,GOOD,online,0
2026-07-12T01:40:00+06:30,AHU-03,Arrival Hall,running,23.43,23.00,58.5,14.23,23.55,65.5,58.5,9458,48.5,33.1,25.0,21.3,155.6,454,7.6,26,GOOD,online,0
2026-07-12T01:40:00+06:30,AHU-04,Baggage Claim,running,24.11,23.50,54.8,14.07,24.33,61.8,54.8,8229,51.4,37.8,25.0,21.3,164.3,452,8.7,21,GOOD,online,0
2026-07-12T01:40:00+06:30,AHU-05,VIP Lounge,running,22.59,22.00,55.7,14.27,22.87,62.7,55.7,4094,51.2,37.4,25.0,21.3,169.0,446,7.5,11,GOOD,online,0
2026-07-12T01:40:00+06:30,AHU-06,Immigration Hall,running,23.35,23.00,56.4,14.22,23.65,63.4,56.4,7084,47.2,31.0,25.0,21.3,169.0,452,8.0,21,GOOD,online,0
2026-07-12T01:50:00+06:30,AHU-01,Check-in Hall,running,23.53,23.00,55.5,14.05,23.65,62.5,55.5,9046,50.3,35.9,25.0,21.3,147.8,456,9.4,30,GOOD,online,0
2026-07-12T01:50:00+06:30,AHU-02,Departure Hall,running,23.01,22.50,58.0,14.35,23.30,65.0,58.0,9968,49.8,35.2,25.0,21.3,152.3,458,7.0,33,GOOD,online,0
2026-07-12T01:50:00+06:30,AHU-03,Arrival Hall,running,23.31,23.00,57.2,14.65,23.66,64.2,57.2,9095,46.6,30.1,25.0,21.3,153.3,454,8.5,26,GOOD,online,0
2026-07-12T01:50:00+06:30,AHU-04,Baggage Claim,running,23.76,23.50,55.5,14.47,24.07,62.5,55.5,7334,45.8,28.8,25.0,21.3,157.3,452,8.3,21,GOOD,online,0
2026-07-12T01:50:00+06:30,AHU-05,VIP Lounge,running,22.44,22.00,55.5,14.22,22.77,62.5,55.5,3896,48.7,33.4,25.0,21.3,165.9,446,9.6,11,GOOD,online,0
2026-07-12T01:50:00+06:30,AHU-06,Immigration Hall,running,23.41,23.00,56.6,14.21,23.70,63.6,56.6,7232,48.2,32.6,25.0,21.3,170.3,452,8.8,21,GOOD,online,0
2026-07-12T02:00:00+06:30,AHU-01,Check-in Hall,running,23.27,23.00,54.9,14.39,23.47,61.9,54.9,8286,46.0,29.1,25.0,21.3,142.5,456,10.8,30,GOOD,online,0
2026-07-12T02:00:00+06:30,AHU-02,Departure Hall,running,22.76,22.50,55.8,14.50,23.02,62.8,55.8,9161,45.8,28.7,25.0,21.3,147.3,458,9.7,33,GOOD,online,0
2026-07-12T02:00:00+06:30,AHU-03,Arrival Hall,running,23.28,23.00,55.7,14.32,23.67,62.7,55.7,9008,46.2,29.3,25.0,21.3,152.7,454,10.2,26,GOOD,online,0
2026-07-12T02:00:00+06:30,AHU-04,Baggage Claim,running,23.94,23.50,56.7,14.44,24.09,63.7,56.7,7787,48.7,33.3,25.0,21.3,160.8,452,10.1,21,GOOD,online,0
2026-07-12T02:00:00+06:30,AHU-05,VIP Lounge,running,22.57,22.00,55.8,14.23,22.73,62.8,55.8,4065,50.8,36.8,25.0,21.3,168.5,446,8.8,11,GOOD,online,0
2026-07-12T02:00:00+06:30,AHU-06,Immigration Hall,running,23.49,23.00,58.4,14.44,23.92,65.4,58.4,7431,49.5,34.7,25.0,21.3,171.9,452,8.3,21,GOOD,online,0
2026-07-12T02:10:00+06:30,AHU-01,Check-in Hall,running,23.30,23.00,54.9,14.39,23.64,61.9,54.9,8367,46.5,29.8,25.0,21.3,143.1,456,8.6,30,GOOD,online,0
2026-07-12T02:10:00+06:30,AHU-02,Departure Hall,running,23.00,22.50,57.8,14.36,23.41,64.8,57.8,9951,49.8,35.1,25.0,21.3,152.2,458,10.4,33,GOOD,online,0
2026-07-12T02:10:00+06:30,AHU-03,Arrival Hall,running,23.55,23.00,54.7,14.28,23.68,61.7,54.7,9846,50.5,36.3,25.0,21.3,158.1,454,10.7,26,GOOD,online,0
2026-07-12T02:10:00+06:30,AHU-04,Baggage Claim,running,23.77,23.50,55.1,14.65,24.03,62.1,55.1,7348,45.9,28.9,25.0,21.3,157.4,452,7.2,22,GOOD,online,0
2026-07-12T02:10:00+06:30,AHU-05,VIP Lounge,running,22.43,22.00,56.2,14.14,22.58,63.2,56.2,3882,48.5,33.1,25.0,21.3,165.7,447,10.6,12,GOOD,online,0
2026-07-12T02:10:00+06:30,AHU-06,Immigration Hall,running,23.34,23.00,55.1,14.52,23.80,62.1,55.1,7060,47.1,30.8,25.0,21.3,168.8,452,9.0,22,GOOD,online,0
2026-07-12T02:20:00+06:30,AHU-01,Check-in Hall,running,23.35,23.00,55.2,14.46,23.65,62.2,55.2,8519,47.3,31.2,25.0,21.3,144.2,456,10.2,30,GOOD,online,0
2026-07-12T02:20:00+06:30,AHU-02,Departure Hall,running,23.03,22.50,55.9,14.37,23.38,62.9,55.9,10037,50.2,35.8,25.0,21.3,152.7,458,10.0,33,GOOD,online,0
2026-07-12T02:20:00+06:30,AHU-03,Arrival Hall,running,23.39,23.00,55.0,14.44,23.82,62.0,55.0,9333,47.9,32.0,25.0,21.3,154.8,454,7.5,26,GOOD,online,0
2026-07-12T02:20:00+06:30,AHU-04,Baggage Claim,running,23.87,23.50,56.0,14.43,24.13,63.0,56.0,7610,47.6,31.5,25.0,21.3,159.4,452,7.6,22,GOOD,online,0
2026-07-12T02:20:00+06:30,AHU-05,VIP Lounge,running,22.55,22.00,56.5,14.34,22.82,63.5,56.5,4045,50.6,36.4,25.0,21.3,168.2,447,7.2,12,GOOD,online,0
2026-07-12T02:20:00+06:30,AHU-06,Immigration Hall,running,23.45,23.00,55.2,14.41,23.66,62.2,55.2,7346,49.0,33.8,25.0,21.3,171.2,452,9.8,22,GOOD,online,0
2026-07-12T02:30:00+06:30,AHU-01,Check-in Hall,running,23.38,23.00,55.9,14.36,23.72,62.9,55.9,8606,47.8,32.0,25.0,21.3,144.8,457,10.8,31,GOOD,online,0
2026-07-12T02:30:00+06:30,AHU-02,Departure Hall,running,23.09,22.50,54.9,14.20,23.22,61.9,54.9,10244,51.2,37.5,25.0,21.3,154.0,459,9.0,34,GOOD,online,0
2026-07-12T02:30:00+06:30,AHU-03,Arrival Hall,running,23.27,23.00,58.2,14.60,23.39,65.2,58.2,8968,46.0,29.0,25.0,21.3,152.5,454,10.5,26,GOOD,online,0
2026-07-12T02:30:00+06:30,AHU-04,Baggage Claim,running,23.99,23.50,57.2,14.45,24.44,64.2,57.2,7939,49.6,34.9,25.0,21.3,162.0,452,10.0,22,GOOD,online,0
2026-07-12T02:30:00+06:30,AHU-05,VIP Lounge,running,22.48,22.00,57.9,14.12,22.61,64.9,57.9,3949,49.4,34.5,25.0,21.3,166.7,447,7.1,12,GOOD,online,0
2026-07-12T02:30:00+06:30,AHU-06,Immigration Hall,running,23.59,23.00,56.0,14.13,23.84,63.0,56.0,7679,51.2,37.4,25.0,21.3,174.0,452,10.7,22,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-01,Check-in Hall,running,23.59,23.00,57.7,14.39,23.75,64.7,57.7,9206,51.1,37.3,25.0,21.3,148.9,457,9.0,31,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-02,Departure Hall,running,22.84,22.50,55.2,14.55,23.29,62.2,55.2,9429,47.1,30.9,25.0,21.3,148.9,459,8.9,34,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-03,Arrival Hall,running,23.42,23.00,56.7,14.34,23.72,63.7,56.7,9427,48.3,32.8,25.0,21.3,155.4,455,8.1,27,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-04,Baggage Claim,running,24.09,23.50,56.2,14.04,24.54,63.2,56.2,8172,51.1,37.2,25.0,21.3,163.8,452,9.5,22,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-05,VIP Lounge,running,22.25,22.00,54.7,14.56,22.67,61.7,54.7,3659,45.7,28.6,25.0,21.3,162.2,447,7.3,12,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-06,Immigration Hall,running,23.30,23.00,55.6,14.36,23.62,62.6,55.6,6972,46.5,29.8,25.0,21.3,168.1,452,7.5,22,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-01,Check-in Hall,running,23.59,23.00,57.1,14.05,24.08,64.1,57.1,9208,51.2,37.3,25.0,21.3,148.9,458,9.2,32,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-02,Departure Hall,running,22.88,22.50,55.5,14.53,23.13,62.5,55.5,9546,47.7,31.8,25.0,21.3,149.7,459,8.1,35,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-03,Arrival Hall,running,23.37,23.00,55.0,14.49,23.55,62.0,55.0,9272,47.5,31.5,25.0,21.3,154.4,455,7.0,27,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-04,Baggage Claim,running,24.00,23.50,55.8,14.18,24.19,62.8,55.8,7953,49.7,35.0,25.0,21.3,162.1,453,10.7,23,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-05,VIP Lounge,running,22.26,22.00,55.5,14.45,22.38,62.5,55.5,3662,45.8,28.7,25.0,21.3,162.2,447,9.7,12,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-06,Immigration Hall,running,23.58,23.00,55.3,14.38,23.71,62.3,55.3,7639,50.9,37.0,25.0,21.3,173.7,453,10.2,23,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-01,Check-in Hall,running,23.30,23.00,56.3,14.30,23.40,63.3,56.3,8359,46.4,29.7,25.0,21.3,143.1,458,7.3,32,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-02,Departure Hall,running,22.85,22.50,56.8,14.34,23.01,63.8,56.8,9462,47.3,31.1,25.0,21.3,149.1,459,10.7,35,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-03,Arrival Hall,running,23.54,23.00,56.9,14.12,24.03,63.9,56.9,9827,50.4,36.1,25.0,21.3,158.0,455,9.5,28,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-04,Baggage Claim,running,24.10,23.50,57.9,14.00,24.34,64.9,57.9,8211,51.3,37.6,25.0,21.3,164.2,453,7.1,23,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-05,VIP Lounge,running,22.31,22.00,57.9,14.37,22.52,64.9,57.9,3733,46.7,30.1,25.0,21.3,163.3,447,9.3,12,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-06,Immigration Hall,running,23.43,23.00,56.4,14.41,23.78,63.4,56.4,7279,48.5,33.1,25.0,21.3,170.7,453,8.1,23,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-01,Check-in Hall,running,23.56,23.00,55.8,14.12,24.05,62.8,55.8,9132,50.7,36.7,25.0,21.3,148.4,458,9.1,33,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-02,Departure Hall,running,22.95,22.50,54.9,14.26,23.11,61.9,54.9,9790,49.0,33.8,25.0,21.3,151.2,460,7.7,36,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-03,Arrival Hall,running,23.34,23.00,56.3,14.33,23.58,63.3,56.3,9189,47.1,30.8,25.0,21.3,153.9,455,8.0,28,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-04,Baggage Claim,running,23.83,23.50,57.3,14.39,24.32,64.3,57.3,7508,46.9,30.5,25.0,21.3,158.7,453,10.9,23,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-05,VIP Lounge,running,22.40,22.00,55.1,14.33,22.79,62.1,55.1,3848,48.1,32.4,25.0,21.3,165.1,447,7.8,12,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-06,Immigration Hall,running,23.52,23.00,56.5,14.17,23.82,63.5,56.5,7498,50.0,35.5,25.0,21.3,172.5,453,9.0,23,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-01,Check-in Hall,running,23.44,23.00,57.1,14.47,23.89,64.1,57.1,8760,48.7,33.3,25.0,21.3,145.8,459,10.7,34,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-02,Departure Hall,running,22.83,22.50,55.5,14.31,23.18,62.5,55.5,9395,47.0,30.6,25.0,21.3,148.7,460,10.2,37,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-03,Arrival Hall,running,23.54,23.00,55.3,14.25,23.98,62.3,55.3,9820,50.4,36.1,25.0,21.3,158.0,456,10.2,29,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-04,Baggage Claim,running,23.86,23.50,57.7,14.27,24.30,64.7,57.7,7594,47.5,31.4,25.0,21.3,159.3,453,9.2,24,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-05,VIP Lounge,running,22.37,22.00,58.2,14.47,22.57,65.2,58.2,3802,47.5,31.5,25.0,21.3,164.4,447,10.4,13,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-06,Immigration Hall,running,23.43,23.00,57.5,14.25,23.67,64.5,57.5,7282,48.5,33.1,25.0,21.3,170.7,453,9.5,24,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-01,Check-in Hall,running,23.44,23.00,57.5,14.31,23.90,64.5,57.5,8772,48.7,33.4,25.0,21.3,145.9,459,7.1,35,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-02,Departure Hall,running,22.99,22.50,55.6,14.41,23.26,62.6,55.6,9913,49.6,34.8,25.0,21.3,152.0,461,7.6,38,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-03,Arrival Hall,running,23.52,23.00,55.1,14.07,24.00,62.1,55.1,9747,50.0,35.5,25.0,21.3,157.5,456,8.5,30,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-04,Baggage Claim,running,23.83,23.50,56.9,14.58,24.09,63.9,56.9,7520,47.0,30.6,25.0,21.3,158.8,454,8.4,25,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-05,VIP Lounge,running,22.52,22.00,58.3,14.06,22.92,65.3,58.3,4008,50.1,35.6,25.0,21.3,167.6,447,7.4,13,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-06,Immigration Hall,running,23.37,23.00,58.3,14.53,23.63,65.3,58.3,7131,47.5,31.5,25.0,21.3,169.4,454,10.0,25,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-01,Check-in Hall,running,23.40,23.00,54.8,14.18,23.87,61.8,54.8,8649,48.1,32.3,25.0,21.3,145.1,460,7.2,36,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-02,Departure Hall,running,22.86,22.50,57.9,14.45,23.26,64.9,57.9,9488,47.4,31.4,25.0,21.3,149.3,461,10.0,39,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-03,Arrival Hall,running,23.31,23.00,56.0,14.46,23.43,63.0,56.0,9105,46.7,30.2,25.0,21.3,153.4,457,8.7,31,GOOD,online,0
