timestamp,equipment_id,equipment_type,status,load_percent,power_kw,motor_current_a,vibration_rms_mm_s,bearing_temp_c,motor_winding_temp_c,current_imbalance_percent,runtime_hours,start_count,health_score,failure_probability_percent,remaining_useful_life_days,alarm_code,sensor_quality,communication_status,data_age_seconds
2026-07-12T00:00:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2721.00,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T00:00:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2838.00,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T00:00:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2955.00,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T00:00:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.62,38.5,50.6,0.75,3072.00,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T00:00:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.60,39.7,50.7,1.07,3189.00,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T00:00:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.45,37.2,46.4,0.86,3306.00,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T00:00:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.48,38.2,49.5,1.09,3423.00,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T00:00:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.52,38.0,48.3,0.87,3540.00,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T00:00:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.42,38.6,50.6,1.06,3657.00,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T00:10:00+06:30,CH-01,chiller,running,67.8,7.46,13.05,1.84,45.1,59.4,1.30,1200.17,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T00:10:00+06:30,CH-02,chiller,running,67.8,7.46,13.05,1.90,45.9,59.3,1.36,1317.17,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T00:10:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1434.17,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T00:10:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1551.17,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T00:10:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.98,45.9,59.7,1.04,1668.17,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T00:10:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,2.04,46.7,58.1,1.26,1785.17,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T00:10:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1902.17,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T00:10:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2019.17,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T00:10:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,2.01,47.0,58.1,1.09,2136.17,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T00:10:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.81,46.2,59.8,1.07,2253.17,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T00:10:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2370.17,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T00:10:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2487.17,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T00:10:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.85,43.8,55.3,1.04,2604.17,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T00:10:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2721.17,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T00:10:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2838.17,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T00:10:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2955.17,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T00:10:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.48,39.6,48.5,1.03,3072.17,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T00:10:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.56,38.8,51.3,0.75,3189.17,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T00:10:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.44,37.1,48.8,0.75,3306.17,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T00:10:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.44,37.4,48.4,0.73,3423.17,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T00:10:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.45,38.9,47.7,0.79,3540.17,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T00:10:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.52,39.2,49.3,0.83,3657.17,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T00:20:00+06:30,CH-01,chiller,running,67.8,7.46,13.05,2.06,45.6,60.5,1.10,1200.33,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T00:20:00+06:30,CH-02,chiller,running,67.8,7.46,13.05,2.01,45.9,57.6,1.11,1317.33,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T00:20:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1434.33,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T00:20:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1551.33,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T00:20:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.87,46.6,59.1,1.12,1668.33,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T00:20:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.81,45.9,58.1,1.33,1785.33,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T00:20:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1902.33,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T00:20:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2019.33,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T00:20:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,1.90,45.3,58.3,1.21,2136.33,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T00:20:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.78,47.1,59.0,1.07,2253.33,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T00:20:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2370.33,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T00:20:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2487.33,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T00:20:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.80,44.1,58.0,1.29,2604.33,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T00:20:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2721.33,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T00:20:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2838.33,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T00:20:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2955.33,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T00:20:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.45,40.2,50.9,1.01,3072.33,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T00:20:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.71,40.2,49.7,0.94,3189.33,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T00:20:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.42,37.9,47.3,0.81,3306.33,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T00:20:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.52,38.3,49.0,0.83,3423.33,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T00:20:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.50,37.7,49.7,0.79,3540.33,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T00:20:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.55,39.1,49.2,0.93,3657.33,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T00:30:00+06:30,CH-01,chiller,running,67.8,7.46,13.05,1.96,46.5,59.8,1.05,1200.50,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T00:30:00+06:30,CH-02,chiller,running,67.8,7.46,13.05,2.00,45.5,60.0,1.13,1317.50,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T00:30:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1434.50,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T00:30:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1551.50,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T00:30:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.79,47.0,60.6,1.29,1668.50,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T00:30:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.83,45.8,59.5,1.19,1785.50,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T00:30:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1902.50,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T00:30:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2019.50,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T00:30:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,2.02,46.6,59.6,1.03,2136.50,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T00:30:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,2.02,46.3,59.7,1.20,2253.50,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T00:30:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2370.50,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T00:30:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2487.50,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T00:30:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.97,44.5,57.4,0.98,2604.50,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T00:30:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2721.50,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T00:30:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2838.50,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T00:30:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2955.50,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T00:30:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.51,39.2,50.8,0.74,3072.50,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T00:30:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.55,40.3,50.6,0.92,3189.50,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T00:30:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.52,38.3,47.1,1.05,3306.50,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T00:30:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.46,38.4,48.9,0.85,3423.50,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T00:30:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.53,38.1,49.7,0.82,3540.50,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T00:30:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.43,38.7,50.3,0.74,3657.50,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T00:40:00+06:30,CH-01,chiller,running,67.8,7.46,13.05,1.95,45.2,57.8,1.27,1200.67,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T00:40:00+06:30,CH-02,chiller,running,67.8,7.46,13.05,1.83,45.9,59.8,1.14,1317.67,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T00:40:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1434.67,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T00:40:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1551.67,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T00:40:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.99,47.0,59.3,1.33,1668.67,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T00:40:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,2.04,46.4,59.8,1.14,1785.67,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T00:40:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1902.67,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T00:40:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2019.67,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T00:40:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,2.01,46.5,59.7,1.18,2136.67,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T00:40:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,2.07,45.2,60.0,1.37,2253.67,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T00:40:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2370.67,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T00:40:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2487.67,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T00:40:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.82,43.6,56.5,1.01,2604.67,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T00:40:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2721.67,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T00:40:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2838.67,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T00:40:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2955.67,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T00:40:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.48,39.9,50.0,0.99,3072.67,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T00:40:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.47,39.3,51.3,1.12,3189.67,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T00:40:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.60,38.4,47.9,0.88,3306.67,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T00:40:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.43,38.6,49.2,0.93,3423.67,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T00:40:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.51,38.8,47.9,1.00,3540.67,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T00:40:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.58,39.7,48.4,1.12,3657.67,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T00:50:00+06:30,CH-01,chiller,running,67.8,7.46,13.05,1.88,46.5,58.7,1.24,1200.83,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T00:50:00+06:30,CH-02,chiller,running,67.8,7.46,13.05,2.01,45.0,58.1,1.05,1317.83,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T00:50:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1434.83,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T00:50:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1551.83,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T00:50:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,2.04,46.9,58.4,1.23,1668.83,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T00:50:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,2.05,45.2,58.5,1.34,1785.83,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T00:50:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1902.83,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T00:50:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2019.83,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T00:50:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,2.03,46.2,58.9,1.34,2136.83,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T00:50:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.85,45.6,59.4,1.04,2253.83,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T00:50:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2370.83,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T00:50:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2487.83,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T00:50:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.75,43.8,57.5,1.00,2604.83,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T00:50:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2721.83,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T00:50:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2838.83,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T00:50:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2955.83,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.56,39.7,49.1,1.02,3072.83,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.60,40.0,48.6,1.04,3189.83,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.38,38.2,48.1,0.90,3306.83,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.64,38.0,47.7,0.94,3423.83,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.43,38.0,49.1,1.04,3540.83,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T00:50:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.49,38.0,48.0,0.96,3657.83,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T01:00:00+06:30,CH-01,chiller,running,67.9,7.46,13.06,2.06,46.1,58.4,1.23,1201.00,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T01:00:00+06:30,CH-02,chiller,running,67.9,7.46,13.06,1.88,45.0,58.1,1.14,1318.00,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T01:00:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1435.00,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T01:00:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1552.00,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T01:00:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.91,45.9,60.8,1.03,1669.00,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T01:00:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.88,47.0,60.6,1.16,1786.00,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T01:00:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1903.00,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T01:00:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2020.00,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T01:00:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,1.99,47.1,60.1,1.11,2137.00,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T01:00:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.79,46.1,58.6,1.40,2254.00,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T01:00:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2371.00,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T01:00:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2488.00,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T01:00:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.83,45.1,56.1,1.22,2605.00,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T01:00:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2722.00,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T01:00:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2839.00,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T01:00:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2956.00,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.52,39.8,51.0,0.96,3073.00,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.53,39.8,51.4,0.90,3190.00,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.61,38.6,46.9,0.82,3307.00,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.52,38.7,48.1,1.01,3424.00,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.41,38.4,47.8,0.91,3541.00,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T01:00:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.53,38.4,49.9,1.10,3658.00,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T01:10:00+06:30,CH-01,chiller,running,67.9,7.46,13.06,1.81,46.5,59.8,1.10,1201.17,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T01:10:00+06:30,CH-02,chiller,running,67.9,7.46,13.06,2.03,46.9,57.8,1.16,1318.17,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T01:10:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1435.17,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T01:10:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1552.17,328,97.5,1.38,821,,GOOD,online,0
