timestamp,passenger_count,staff_count,active_flights,active_gates,outdoor_dry_bulb_c,outdoor_wet_bulb_c,outdoor_rh_percent,solar_load_percent,lighting_load_kw,equipment_load_kw,ventilation_load_kw,ahu_cooling_demand_percent,chw_supply_temp_c,chw_return_temp_c,calculated_cooling_load_kw,ahu_01_zone_temp_c,ahu_01_setpoint_c,ahu_01_cooling_valve_percent,ahu_02_zone_temp_c,ahu_02_setpoint_c,ahu_02_cooling_valve_percent,ahu_03_zone_temp_c,ahu_03_setpoint_c,ahu_03_cooling_valve_percent,ahu_04_zone_temp_c,ahu_04_setpoint_c,ahu_04_cooling_valve_percent,ahu_05_zone_temp_c,ahu_05_setpoint_c,ahu_05_cooling_valve_percent,ahu_06_zone_temp_c,ahu_06_setpoint_c,ahu_06_cooling_valve_percent,sensor_quality
2026-07-12T03:00:00+06:30,150,100,3,2,27.0,24.0,82.0,0.0,16.0,10.9,9.8,24.3,7.0,11.4,63.7,23.67,23.0,34.6,22.92,22.5,30.6,23.78,23.0,38.1,23.84,23.5,30.3,22.9,22.0,41.5,23.66,23.0,37.5,GOOD
2026-07-12T03:10:00+06:30,148,100,3,2,27.0,24.0,82.0,0.0,16.0,10.9,9.8,24.2,7.0,11.3,63.5,23.66,23.0,34.5,22.92,22.5,30.5,23.78,23.0,37.9,23.84,23.5,30.1,22.9,22.0,41.4,23.65,23.0,37.4,GOOD
2026-07-12T03:20:00+06:30,147,100,3,2,27.0,24.0,82.0,0.0,16.0,10.9,9.8,24.2,7.0,11.3,63.4,23.66,23.0,34.5,22.92,22.5,30.5,23.78,23.0,37.9,23.84,23.5,30.1,22.9,22.0,41.4,23.65,23.0,37.4,GOOD
2026-07-12T03:30:00+06:30,145,99,3,2,27.0,24.0,82.0,0.0,16.0,10.9,9.7,24.1,7.0,11.3,63.2,23.66,23.0,34.4,22.92,22.5,30.4,23.78,23.0,37.8,23.84,23.5,30.0,22.89,22.0,41.2,23.65,23.0,37.2,GOOD
2026-07-12T03:40:00+06:30,143,99,3,2,27.0,24.0,82.0,0.0,16.0,10.9,9.7,24.1,7.0,11.3,63.1,23.66,23.0,34.4,22.92,22.5,30.4,23.78,23.0,37.8,23.84,23.5,30.0,22.89,22.0,41.2,23.65,23.0,37.2,GOOD
2026-07-12T03:50:00+06:30,142,99,3,2,27.0,24.0,82.0,0.0,16.0,10.9,9.7,24.0,7.0,11.3,62.9,23.66,23.0,34.3,22.92,22.5,30.3,23.78,23.0,37.7,23.83,23.5,29.9,22.89,22.0,41.1,23.65,23.0,37.1,GOOD
2026-07-12T04:00:00+06:30,140,99,3,2,27.0,24.0,82.0,0.0,16.0,10.8,9.7,24.0,7.0,11.3,62.8,23.66,23.0,34.3,22.92,22.5,30.3,23.78,23.0,37.7,23.83,23.5,29.9,22.89,22.0,41.1,23.65,23.0,37.1,GOOD
2026-07-12T04:10:00+06:30,158,100,3,2,27.0,24.0,82.0,0.0,16.0,10.9,9.9,24.5,7.0,11.4,64.4,23.67,23.0,34.9,22.93,22.5,30.9,23.79,23.0,38.3,23.84,23.5,30.5,22.9,22.0,41.8,23.66,23.0,37.8,GOOD
2026-07-12T04:20:00+06:30,175,101,3,2,27.0,24.0,82.0,0.0,16.0,11.1,10.1,25.0,7.0,11.4,65.9,23.68,23.0,35.5,22.94,22.5,31.5,23.79,23.0,39.0,23.85,23.5,31.2,22.91,22.0,42.4,23.67,23.0,38.5,GOOD
2026-07-12T04:30:00+06:30,193,103,3,2,27.0,24.0,82.0,0.0,16.0,11.2,10.3,25.5,7.0,11.4,67.5,23.69,23.0,36.1,22.94,22.5,32.1,23.8,23.0,39.6,23.86,23.5,31.8,22.92,22.0,43.1,23.68,23.0,39.2,GOOD
2026-07-12T04:40:00+06:30,210,104,3,2,27.0,24.0,82.0,0.0,16.0,11.3,10.5,26.0,7.0,11.4,69.0,23.69,23.0,36.7,22.95,22.5,32.8,23.81,23.0,40.2,23.87,23.5,32.5,22.93,22.0,43.8,23.69,23.0,39.8,GOOD
2026-07-12T04:50:00+06:30,228,105,3,2,27.0,24.0,82.0,0.0,16.0,11.4,10.7,26.5,7.0,11.4,70.6,23.7,23.0,37.3,22.96,22.5,33.4,23.82,23.0,40.9,23.88,23.5,33.2,22.94,22.0,44.4,23.7,23.0,40.5,GOOD
2026-07-12T05:00:00+06:30,245,106,3,2,27.0,24.0,82.0,0.0,16.0,11.5,10.9,27.0,7.0,11.4,72.1,23.71,23.0,37.9,22.97,22.5,34.0,23.83,23.0,41.5,23.89,23.5,33.8,22.95,22.0,45.1,23.71,23.0,41.2,GOOD
2026-07-12T05:10:00+06:30,263,107,3,2,27.0,24.0,82.0,0.0,16.0,11.6,11.2,27.5,7.0,11.5,73.7,23.72,23.0,38.5,22.98,22.5,34.6,23.84,23.0,42.2,23.9,23.5,34.5,22.96,22.0,45.8,23.71,23.0,41.9,GOOD
2026-07-12T05:20:00+06:30,280,108,3,2,27.0,24.0,82.0,0.0,16.0,11.7,11.4,28.0,7.0,11.5,75.2,23.73,23.0,39.1,22.99,22.5,35.3,23.85,23.0,42.8,23.9,23.5,35.1,22.96,22.0,46.5,23.72,23.0,42.6,GOOD
2026-07-12T05:30:00+06:30,298,109,3,2,27.0,24.0,82.0,0.0,16.0,11.8,11.6,28.5,7.0,11.5,76.8,23.73,23.0,39.8,22.99,22.5,35.9,23.85,23.0,43.4,23.91,23.5,35.8,22.97,22.0,47.1,23.73,23.0,43.3,GOOD
2026-07-12T05:40:00+06:30,315,110,3,2,27.0,24.0,82.0,0.0,16.0,11.9,11.8,29.0,7.0,11.5,78.3,23.74,23.0,40.4,23.0,22.5,36.5,23.86,23.0,44.1,23.92,23.5,36.4,22.98,22.0,47.8,23.74,23.0,44.0,GOOD
2026-07-12T05:50:00+06:30,333,112,3,2,27.0,24.0,82.0,0.0,16.0,12.0,12.0,29.5,7.0,11.5,79.9,23.75,23.0,41.0,23.01,22.5,37.1,23.87,23.0,44.7,23.93,23.5,37.1,22.99,22.0,48.5,23.75,23.0,44.7,GOOD
2026-07-12T06:00:00+06:30,350,113,3,2,27.0,24.0,82.0,0.0,30.0,12.1,12.2,30.0,7.0,11.5,95.4,23.76,23.0,41.6,23.02,22.5,37.8,23.88,23.0,45.4,23.94,23.5,37.8,23.0,22.0,49.1,23.76,23.0,45.3,GOOD
2026-07-12T06:10:00+06:30,396,116,4,3,27.3,24.1,81.0,4.4,30.0,12.4,12.8,32.4,7.0,11.6,99.9,23.84,23.0,45.6,23.1,22.5,41.9,23.96,23.0,49.5,24.02,23.5,42.0,23.08,22.0,53.5,23.84,23.0,49.7,GOOD
2026-07-12T06:20:00+06:30,442,119,4,3,27.7,24.2,80.0,8.7,30.0,12.7,13.3,34.9,7.0,11.7,104.3,23.93,23.0,49.9,23.19,22.5,46.2,24.05,23.0,54.0,24.11,23.5,46.5,23.17,22.0,58.1,23.94,23.0,54.4,GOOD
2026-07-12T06:30:00+06:30,488,122,4,3,28.0,24.3,80.0,13.1,30.0,12.9,13.9,37.3,7.0,11.8,108.7,24.0,23.0,53.9,23.27,22.5,50.3,24.13,23.0,58.1,24.19,23.5,50.8,23.26,22.0,62.4,24.02,23.0,58.8,GOOD
2026-07-12T06:40:00+06:30,533,125,4,3,28.3,24.4,79.0,17.4,30.0,13.2,14.4,40.0,7.0,11.9,113.1,24.09,23.0,58.2,23.35,22.5,54.7,24.21,23.0,62.6,24.28,23.5,55.3,23.34,22.0,67.1,24.1,23.0,63.6,GOOD
2026-07-12T06:50:00+06:30,579,128,4,3,28.7,24.6,78.0,21.6,30.0,13.5,15.0,42.6,7.0,12.0,117.4,24.18,23.0,62.6,23.44,22.5,59.2,24.3,23.0,67.2,24.37,23.5,60.0,23.43,22.0,71.8,24.2,23.0,68.4,GOOD
2026-07-12T07:00:00+06:30,625,131,4,3,29.0,24.7,78.0,25.9,30.0,13.8,15.5,45.4,7.0,12.1,121.6,24.26,23.0,67.1,23.52,22.5,63.8,24.39,23.0,71.8,24.45,23.5,64.7,23.52,22.0,76.6,24.29,23.0,73.3,GOOD
2026-07-12T07:10:00+06:30,671,134,5,4,29.3,24.8,77.0,30.1,30.0,14.0,16.1,48.4,7.0,12.2,125.8,24.34,23.0,71.7,23.61,22.5,68.5,24.48,23.0,76.7,24.54,23.5,69.7,23.61,22.0,81.6,24.38,23.0,78.4,GOOD
2026-07-12T07:20:00+06:30,717,137,5,4,29.6,24.9,76.0,34.2,30.0,14.3,16.6,51.5,7.0,12.3,129.9,24.43,23.0,76.5,23.7,22.5,73.4,24.56,23.0,81.6,24.63,23.5,74.7,23.7,22.0,86.8,24.47,23.0,83.6,GOOD
2026-07-12T07:30:00+06:30,763,140,5,4,30.0,25.0,75.0,38.3,30.0,14.6,17.2,54.8,7.0,12.4,134.0,24.53,23.0,81.7,23.8,22.5,78.7,24.66,23.0,87.0,24.73,23.5,80.2,23.8,22.0,92.4,24.57,23.0,89.3,GOOD
2026-07-12T07:40:00+06:30,808,143,5,4,30.3,25.1,75.0,42.3,30.0,14.8,17.7,58.1,7.0,12.5,138.0,24.62,23.0,86.7,23.89,22.5,83.7,24.75,23.0,92.2,24.82,23.5,85.5,23.89,22.0,97.8,24.66,23.0,94.8,GOOD
2026-07-12T07:50:00+06:30,854,146,5,4,30.6,25.2,74.0,46.2,30.0,15.1,18.2,61.7,7.0,12.7,142.0,24.71,23.0,92.0,23.98,22.5,89.2,24.85,23.0,97.7,24.92,23.5,91.1,23.99,22.0,100,24.76,23.0,100,GOOD
2026-07-12T08:00:00+06:30,900,148,5,4,30.9,25.3,73.0,50.0,30.0,15.4,18.8,65.2,7.0,12.8,145.9,24.8,23.0,97.1,24.07,22.5,94.4,24.94,23.0,100,25.01,23.5,96.6,24.08,22.0,100,24.86,23.0,100,GOOD
2026-07-12T08:10:00+06:30,950,152,6,4,31.2,25.4,72.0,53.7,30.0,15.7,19.4,69.0,7.0,12.9,150.2,24.89,23.0,100,24.16,22.5,100,25.04,23.0,100,25.11,23.5,100,24.18,22.0,100,24.96,23.0,100,GOOD
2026-07-12T08:20:00+06:30,1000,155,6,4,31.5,25.5,71.0,57.4,30.0,16.0,20.0,73.0,7.0,13.1,154.5,24.99,23.0,100,24.26,22.5,100,25.14,23.0,100,25.21,23.5,100,24.28,22.0,100,25.06,23.0,100,GOOD
2026-07-12T08:30:00+06:30,1050,158,6,4,31.8,25.6,71.0,60.9,30.0,16.3,20.6,77.1,7.0,13.2,158.7,25.08,23.0,100,24.36,22.5,100,25.24,23.0,100,25.31,23.5,100,24.39,22.0,100,25.16,23.0,100,GOOD
2026-07-12T08:40:00+06:30,1100,162,6,4,32.1,25.7,70.0,64.3,30.0,16.6,21.2,81.0,7.0,13.3,162.8,25.18,23.0,100,24.45,22.5,100,25.33,23.0,100,25.41,23.5,100,24.49,22.0,100,25.26,23.0,100,GOOD
2026-07-12T08:50:00+06:30,1150,165,6,4,32.4,25.8,69.0,67.6,30.0,16.9,21.8,85.0,7.0,13.5,166.9,25.27,23.0,100,24.55,22.5,100,25.43,23.0,100,25.51,23.5,100,24.59,22.0,100,25.37,23.0,100,GOOD
2026-07-12T09:00:00+06:30,1200,168,7,5,32.7,25.9,68.0,70.7,30.0,17.2,22.4,88.6,7.0,13.6,170.9,25.36,23.0,100,24.64,22.5,100,25.52,23.0,100,25.6,23.5,100,24.68,22.0,100,25.46,23.0,100,GOOD
2026-07-12T09:10:00+06:30,1250,171,7,5,33.0,26.0,68.0,73.7,30.0,17.5,23.0,92.0,7.1,13.7,174.9,25.45,23.0,100,24.73,22.5,100,25.61,23.0,100,25.69,23.5,100,24.77,22.0,100,25.55,23.0,100,GOOD
2026-07-12T09:20:00+06:30,1300,174,7,5,33.2,26.1,67.0,76.6,30.0,17.8,23.6,95.4,7.1,13.8,178.8,25.52,23.0,100,24.81,22.5,100,25.69,23.0,100,25.77,23.5,100,24.85,22.0,100,25.64,23.0,100,GOOD
2026-07-12T09:30:00+06:30,1350,178,7,5,33.5,26.2,66.0,79.3,30.0,18.1,24.2,98.6,7.1,14.0,182.7,25.61,23.0,100,24.89,22.5,100,25.77,23.0,100,25.86,23.5,100,24.94,22.0,100,25.72,23.0,100,GOOD
2026-07-12T09:40:00+06:30,1400,181,7,5,33.7,26.2,65.0,81.9,30.0,18.4,24.8,100.0,7.2,14.0,186.5,25.66,23.0,100,24.94,22.5,100,25.83,23.0,100,25.91,23.5,100,24.99,22.0,100,25.78,23.0,100,GOOD
2026-07-12T09:50:00+06:30,1450,184,8,6,33.9,26.3,65.0,84.3,30.0,18.7,25.4,100.0,7.2,14.0,190.3,25.69,23.0,100,24.98,22.5,100,25.86,23.0,100,25.94,23.5,100,25.03,22.0,100,25.81,23.0,100,GOOD
2026-07-12T10:00:00+06:30,1500,188,8,6,34.1,26.3,64.0,86.6,30.0,19.0,26.0,100.0,7.2,14.0,194.0,25.72,23.0,100,25.01,22.5,100,25.89,23.0,100,25.98,23.5,100,25.06,22.0,100,25.84,23.0,100,GOOD
2026-07-12T10:10:00+06:30,1550,191,8,6,34.3,26.4,63.0,88.7,30.0,19.3,26.6,100.0,7.2,14.0,197.7,25.76,23.0,100,25.04,22.5,100,25.92,23.0,100,26.01,23.5,100,25.09,22.0,100,25.88,23.0,100,GOOD
2026-07-12T10:20:00+06:30,1600,194,8,6,34.5,26.5,63.0,90.6,30.0,19.6,27.2,100.0,7.2,14.0,201.3,25.79,23.0,100,25.07,22.5,100,25.96,23.0,100,26.04,23.5,100,25.12,22.0,100,25.91,23.0,100,GOOD
2026-07-12T10:30:00+06:30,1650,197,8,6,34.7,26.5,62.0,92.4,30.0,19.9,27.8,100.0,7.2,14.0,204.9,25.82,23.0,100,25.1,22.5,100,25.99,23.0,100,26.07,23.5,100,25.16,22.0,100,25.94,23.0,100,GOOD
2026-07-12T10:40:00+06:30,1700,200,9,6,34.9,26.6,61.0,94.0,30.0,20.2,28.4,100.0,7.2,14.0,208.5,25.85,23.0,100,25.14,22.5,100,26.02,23.0,100,26.1,23.5,100,25.19,22.0,100,25.97,23.0,100,GOOD
2026-07-12T10:50:00+06:30,1750,204,9,6,35.0,26.7,61.0,95.4,30.0,20.5,29.0,100.0,7.2,14.0,212.0,25.87,23.0,100,25.16,22.5,100,26.04,23.0,100,26.12,23.5,100,25.21,22.0,100,25.99,23.0,100,GOOD
2026-07-12T11:00:00+06:30,1800,207,9,6,35.2,26.7,60.0,96.6,30.0,20.8,29.6,100.0,7.2,14.0,215.5,25.9,23.0,100,25.19,22.5,100,26.07,23.0,100,26.15,23.5,100,25.24,22.0,100,26.02,23.0,100,GOOD
2026-07-12T11:10:00+06:30,1850,210,9,6,35.3,26.8,60.0,97.6,30.0,21.1,30.2,100.0,7.2,14.0,218.9,25.92,23.0,100,25.2,22.5,100,26.09,23.0,100,26.17,23.5,100,25.26,22.0,100,26.04,23.0,100,GOOD
2026-07-12T11:20:00+06:30,1900,214,9,6,35.4,26.8,59.0,98.5,30.0,21.4,30.8,100.0,7.2,14.0,222.3,25.94,23.0,100,25.22,22.5,100,26.11,23.0,100,26.19,23.5,100,25.27,22.0,100,26.06,23.0,100,GOOD
2026-07-12T11:30:00+06:30,1950,217,10,7,35.5,26.9,59.0,99.1,30.0,21.7,31.4,100.0,7.2,14.0,225.7,25.96,23.0,100,25.24,22.5,100,26.12,23.0,100,26.21,23.5,100,25.29,22.0,100,26.08,23.0,100,GOOD
2026-07-12T11:40:00+06:30,2000,220,10,7,35.6,26.9,59.0,99.6,30.0,22.0,32.0,100.0,7.2,14.0,229.0,25.97,23.0,100,25.26,22.5,100,26.14,23.0,100,26.23,23.5,100,25.31,22.0,100,26.09,23.0,100,GOOD
2026-07-12T11:50:00+06:30,2050,223,10,7,35.7,27.0,58.0,99.9,30.0,22.3,32.6,100.0,7.2,14.0,232.3,25.99,23.0,100,25.28,22.5,100,26.16,23.0,100,26.24,23.5,100,25.33,22.0,100,26.11,23.0,100,GOOD
2026-07-12T12:00:00+06:30,2100,226,10,7,35.8,27.0,58.0,100.0,30.0,22.6,33.2,100.0,7.2,14.0,235.6,26.01,23.0,100,25.29,22.5,100,26.18,23.0,100,26.26,23.5,100,25.34,22.0,100,26.13,23.0,100,GOOD
2026-07-12T12:10:00+06:30,2142,229,10,7,35.9,27.0,58.0,99.9,30.0,22.9,33.7,100.0,7.2,14.0,238.1,26.02,23.0,100,25.31,22.5,100,26.19,23.0,100,26.27,23.5,100,25.36,22.0,100,26.14,23.0,100,GOOD
2026-07-12T12:20:00+06:30,2183,232,10,7,36.0,27.0,58.0,99.6,30.0,23.1,34.2,100.0,7.2,14.0,240.6,26.04,23.0,100,25.32,22.5,100,26.2,23.0,100,26.29,23.5,100,25.37,22.0,100,26.16,23.0,100,GOOD
2026-07-12T12:30:00+06:30,2225,235,11,8,36.0,27.0,58.0,99.1,30.0,23.4,34.7,100.0,7.2,14.0,243.0,26.04,23.0,100,25.32,22.5,100,26.21,23.0,100,26.29,23.5,100,25.38,22.0,100,26.16,23.0,100,GOOD
2026-07-12T12:40:00+06:30,2267,237,11,8,36.0,27.0,58.0,98.5,30.0,23.6,35.2,100.0,7.2,14.0,245.4,26.04,23.0,100,25.33,22.5,100,26.21,23.0,100,26.3,23.5,100,25.38,22.0,100,26.16,23.0,100,GOOD
2026-07-12T12:50:00+06:30,2308,240,11,8,36.0,27.0,58.0,97.6,30.0,23.8,35.7,100.0,7.2,14.0,247.7,26.05,23.0,100,25.33,22.5,100,26.21,23.0,100,26.3,23.5,100,25.38,22.0,100,26.17,23.0,100,GOOD
2026-07-12T13:00:00+06:30,2350,243,11,8,36.0,27.0,58.0,96.6,30.0,24.1,36.2,100.0,7.2,14.0,250.0,26.05,23.0,100,25.33,22.5,100,26.22,23.0,100,26.3,23.5,100,25.38,22.0,100,26.17,23.0,100,GOOD
2026-07-12T13:10:00+06:30,2392,245,11,8,36.0,27.0,58.0,95.4,30.0,24.4,36.7,100.0,7.2,14.0,252.2,26.05,23.0,100,25.33,22.5,100,26.22,23.0,100,26.3,23.5,100,25.39,22.0,100,26.17,23.0,100,GOOD
2026-07-12T13:20:00+06:30,2433,248,11,8,35.9,27.0,58.0,94.0,30.0,24.6,37.2,100.0,7.2,14.0,254.4,26.04,23.0,100,25.32,22.5,100,26.21,23.0,100,26.29,23.5,100,25.38,22.0,100,26.16,23.0,100,GOOD
2026-07-12T13:30:00+06:30,2475,251,12,9,35.8,26.9,59.0,92.4,30.0,24.9,37.7,100.0,7.2,14.0,256.5,26.03,23.0,100,25.32,22.5,100,26.2,23.0,100,26.28,23.5,100,25.37,22.0,100,26.15,23.0,100,GOOD
2026-07-12T13:40:00+06:30,2517,254,12,9,35.7,26.9,59.0,90.6,30.0,25.1,38.2,100.0,7.2,14.0,258.5,26.02,23.0,100,25.3,22.5,100,26.19,23.0,100,26.27,23.5,100,25.36,22.0,100,26.14,23.0,100,GOOD
2026-07-12T13:50:00+06:30,2558,256,12,9,35.6,26.8,59.0,88.7,30.0,25.3,38.7,100.0,7.2,14.0,260.5,26.01,23.0,100,25.29,22.5,100,26.18,23.0,100,26.26,23.5,100,25.35,22.0,100,26.13,23.0,100,GOOD
2026-07-12T14:00:00+06:30,2600,259,12,9,35.5,26.8,59.0,86.6,30.0,25.6,39.2,100.0,7.2,14.0,262.4,26.0,23.0,100,25.28,22.5,100,26.17,23.0,100,26.25,23.5,100,25.33,22.0,100,26.12,23.0,100,GOOD
2026-07-12T14:10:00+06:30,2567,257,12,9,35.3,26.7,60.0,84.3,30.0,25.4,38.8,100.0,7.2,14.0,260.5,25.97,23.0,100,25.25,22.5,100,26.14,23.0,100,26.22,23.5,100,25.3,22.0,100,26.09,23.0,100,GOOD
2026-07-12T14:20:00+06:30,2533,255,12,9,35.2,26.7,60.0,81.9,30.0,25.2,38.4,100.0,7.2,14.0,258.5,25.95,23.0,100,25.23,22.5,100,26.11,23.0,100,26.2,23.5,100,25.28,22.0,100,26.07,23.0,100,GOOD
2026-07-12T14:30:00+06:30,2500,252,12,9,35.0,26.6,61.0,79.3,30.0,25.0,38.0,100.0,7.2,14.0,256.5,25.92,23.0,100,25.2,22.5,100,26.08,23.0,100,26.17,23.5,100,25.25,22.0,100,26.03,23.0,100,GOOD
2026-07-12T14:40:00+06:30,2467,250,11,8,34.9,26.5,62.0,76.6,30.0,24.8,37.6,100.0,7.2,14.0,254.5,25.89,23.0,100,25.18,22.5,100,26.06,23.0,100,26.14,23.5,100,25.23,22.0,100,26.01,23.0,100,GOOD
2026-07-12T14:50:00+06:30,2433,248,11,8,34.7,26.5,62.0,73.7,30.0,24.6,37.2,100.0,7.2,14.0,252.4,25.86,23.0,100,25.14,22.5,100,26.03,23.0,100,26.11,23.5,100,25.2,22.0,100,25.98,23.0,100,GOOD
2026-07-12T15:00:00+06:30,2400,246,11,8,34.5,26.4,63.0,70.7,30.0,24.4,36.8,100.0,7.2,14.0,250.3,25.83,23.0,100,25.11,22.5,100,25.99,23.0,100,26.08,23.5,100,25.16,22.0,100,25.95,23.0,100,GOOD
2026-07-12T15:10:00+06:30,2367,244,11,8,34.3,26.3,64.0,67.6,30.0,24.2,36.4,100.0,7.2,14.0,248.2,25.79,23.0,100,25.08,22.5,100,25.96,23.0,100,26.05,23.5,100,25.13,22.0,100,25.91,23.0,100,GOOD
2026-07-12T15:20:00+06:30,2333,242,11,8,34.1,26.3,64.0,64.3,30.0,24.0,36.0,100.0,7.2,14.0,246.0,25.76,23.0,100,25.04,22.5,100,25.93,23.0,100,26.01,23.5,100,25.09,22.0,100,25.88,23.0,100,GOOD
